,bodyid,type
3915,1406000196,
3916,2531713516,
3917,1660681222,
3918,1999587615,
3919,1416749916,
3920,1533671580,
3921,5812997922,LLPC2c
3922,669878695,
3923,5812993402,
3924,1996625663,
3925,5813065357,
3926,5812982075,
3927,1506120610,
3928,2149745451,
3929,5901198526,
3930,1045427708,
3931,2472708836,
3932,1220252393,
3933,1839249628,
3934,2181035043,
3935,1693128174,
3936,1102334088,lPNX
3937,2496785211,
3938,1962738054,
3939,5813024193,
3940,2534442143,
3941,545385576,
3942,5813033742,
3943,1755111779,
3944,5812995460,LPC1
3945,696126258,
3946,5813054317,
3947,1167438034,LC9
3948,5812996158,LLPC1
3949,5813054307,
3950,1911521485,
3951,1885735235,
3952,1971012916,
3953,1466525276,
3954,1565923309,aMe5
3955,1189904590,LC11
3956,609513630,
3957,889975909,
3958,2317197779,JO-A/B/C
3959,1447111109,
3960,1322129781,R1
3961,5813007472,
3962,2061411337,
3963,2469673850,
3964,1225225449,
3965,2099893858,
3966,5813019177,
3967,1448065485,
3968,1096319585,
3969,1285694420,
3970,2474072886,
3971,1356760143,
3972,5813075625,
3973,2502034019,
3974,983633090,
3975,2348569295,
3976,2089648712,
3977,1291017723,
3978,2536829267,
3979,550297695,
3980,5813078163,
3981,1283851444,
3982,5813004483,
3983,1197847302,
3984,1560980992,
3985,1507787264,LC15
3986,2155915107,
3987,1502636542,
3988,1597744298,
3989,1842504580,
3990,2533401389,
3991,1590980269,
3992,2089247351,
3993,517090901,
3994,1200001508,
3995,1874040643,
3996,2128226181,
3997,5813001667,
3998,1165337542,
3999,5812994205,
4000,2533449007,
4001,5813023353,
4002,2523235381,
4003,975289165,
4004,2374531909,
4005,2337595653,
4006,1817785682,LC17
4007,2340302235,
4008,5812989557,
4009,1470237745,
4010,736877789,
4011,2436584356,
4012,2415068602,
4013,1813357029,
4014,1382343142,
4015,950928506,
4016,2406931282,
4017,2403391112,
4018,5813041641,
4019,1497973422,
4020,1876276621,
4021,1563444935,
4022,1754822192,
4023,947564983,
4024,1226002438,
4025,1352684733,
4026,1322466938,R1
4027,5812998000,LLPC2c
4028,1280617285,
4029,2405528275,
4030,1781242742,
4031,5813007613,
4032,1013900128,
4033,1406457363,
4034,1749672337,LLPC2c
4035,795187525,
4036,1038649756,
4037,5813078223,
4038,2248873831,
4039,457520516,
4040,1165340511,
4041,1133109676,
4042,1501729681,
4043,1228877958,
4044,2102259127,
4045,1809320036,LPC1
4046,1475482533,
4047,1621004685,LC12
4048,1443631842,
4049,2502725101,
4050,1075741037,
4051,1251628680,
4052,5813035367,
4053,919659561,
4054,1908865507,LC17
4055,5901194603,
4056,1723351932,
4057,1007044365,
4058,2212843272,
4059,5813026705,
4060,1326075032,
4061,1632992791,
4062,361312808,
4063,5812990529,
4064,790918006,
4065,5901203684,
4066,1502200626,
4067,1997848213,
4068,2593425076,
4069,5813033829,
4070,883941593,
4071,1218888219,
4072,1404109050,LC9
4073,1387471295,
4074,5812997067,LLPC2c
4075,913810052,
4076,2467226673,
4077,2435233446,
4078,988909130,FB05d
4079,1158402729,
4080,1406583670,
4081,1450167207,
4082,5813041290,
4083,5813061243,
4084,2338631854,
4085,1509146177,
4086,1879208226,
4087,1353031856,
4088,5813034284,LC18
4089,5813007181,
4090,1876911484,
4091,1219634899,
4092,2090957392,
4093,1533036404,LC9
4094,1749327387,LLPC2c
4095,1479182060,
4096,1037895459,
4097,1480170126,
4098,2504434664,
4099,1872003716,
4100,2197780908,
4101,1566740157,
4102,1790584364,
4103,2285481516,
4104,701672499,
4105,2058908236,
4106,1479626494,
4107,360677632,
4108,796733478,
4109,1009647986,
4110,667857582,
4111,1812562562,
4112,2181721959,
4113,1871334560,
4114,2125062404,
4115,5812987497,
4116,5813078658,LC15
4117,1351204658,
4118,5813080260,
4119,1291527023,
4120,2187990744,
4121,1653376867,
4122,2122375909,
4123,1232594718,LC6
4124,1568190925,
4125,1994792005,
4126,1653752968,
4127,2089575017,
4128,2563076502,
4129,2088233069,
4130,2383014739,JO-A/B/C
4131,2397727008,
4132,1811997861,
4133,1312407083,
4134,2058208967,
4135,2216132956,
4136,2342643417,
4137,859891032,
4138,767093324,
4139,1563342111,
4140,5813024022,
4141,2089951018,
4142,1135169386,
4143,1470069273,
4144,1251969897,
4145,1113371822,FB05d
4146,5813048127,
4147,1283345634,
4148,1906871468,
4149,1284338898,
4150,859166241,
4151,2117925010,
4152,2123002086,
4153,1573072464,
4154,5813047772,
4155,1749892618,
4156,5812997895,LLPC2a
4157,5813062668,
4158,2533751093,
4159,551751981,
4160,1507182930,
4161,1446765621,
4162,849162741,
4163,1753195131,
4164,892277790,LT52
4165,2348569121,
4166,642720190,
4167,5813061197,LC4
4168,5813053728,
4169,5813037826,
4170,2096909904,
4171,486194398,
4172,1850241606,
4173,945647730,
4174,1842686515,
4175,5813044501,
4176,1189899540,
4177,2405873068,
4178,798132291,
4179,1529272132,
4180,1136852808,
4181,676824431,
4182,856066807,
4183,2536147247,
4184,5901198358,
4185,1381397983,
4186,1405097525,
4187,1745518676,LPC1
4188,2065814899,
4189,2148571372,
4190,5813050499,
4191,1657258136,LPLC4
4192,2461023194,
4193,603167111,
4194,356878521,
4195,5813004952,
4196,2502021547,
4197,1283173461,
4198,1169178299,
4199,1871113675,
4200,2373866899,
4201,1682715914,
4202,5812998853,
4203,850829248,PB02
4204,1695145055,
4205,1666807642,
4206,1718917727,LC12
4207,1499226615,LC11
4208,5813013530,
4209,1407480623,
4210,977046327,
4211,1342021653,
4212,2347563986,
4213,1281312508,
4214,1379519307,
4215,2377199656,
4216,480297293,
4217,5813046300,LLPC2c
4218,2372646049,
4219,5813079177,
4220,2560413442,
4221,1469291436,
4222,673758836,
4223,1688129505,
4224,1751994423,LC12
4225,1607784953,
4226,540290380,
4227,1409627117,
4228,798317797,
4229,1256835428,LC15
4230,1750984451,LC18
4231,1542253315,
4232,915105429,
4233,2280555763,
4234,1410631868,
4235,2029206828,
4236,1311652182,
4237,2406219274,
4238,5812997231,LLPC2c
4239,580732172,
4240,1591471352,
4241,1817457987,LC17
4242,1537073263,
4243,1937258605,
4244,698443880,
4245,1504342382,
4246,1446480326,
4247,1436473732,
4248,1224523160,
4249,2283779961,
4250,5813024816,LLPC2c
4251,910451489,
4252,701201945,
4253,1719237849,LC10
4254,1814759163,LC12
4255,857235574,
4256,2403157958,
4257,1666561406,
4258,2101935380,
4259,5812988307,
4260,1808624862,LPC1
4261,1354360495,
4262,5813053923,
4263,884464419,
4264,1664097010,
4265,861229043,
4266,1813222721,
4267,5812989437,
4268,1383435249,
4269,1043113043,
4270,2472372138,
4271,1695066441,
4272,1815471919,LPLC2
4273,2027993252,
4274,1136852717,
4275,1566519520,
4276,1415484346,
4277,5812983094,
4278,636789080,mPN1
4279,1530704811,LC13
4280,1780426473,
4281,1408828544,
4282,5812987381,LLPC2a
4283,2531040563,
4284,1070141508,
4285,1782992460,LC22
4286,1013757060,
4287,2408209694,
4288,1657258338,LPLC4
4289,2466212179,
4290,1034591237,
4291,1781768762,
4292,1722492574,
4293,5812997896,LLPC2a
4294,1721996278,
4295,1749331550,LLPC2c
4296,2377855805,
4297,1595866921,LPLC4
4298,5813006291,JO-A/B/C
4299,5813003473,
4300,1785092925,
4301,1318796361,
4302,5813069630,
4303,1496531510,
4304,5813042858,
4305,1808948793,
4306,1290836813,
4307,1902347281,
4308,610274046,mlPN3
4309,1532401650,LC21
4310,1351623779,
4311,449296930,
4312,1782364786,LPLC2
4313,5813034239,
4314,760566454,
4315,1044356860,
4316,479912747,
4317,735488299,
4318,454002974,
4319,1480525262,
4320,2563754452,
4321,1753116913,
4322,1135807864,
4323,1228878598,
4324,946209663,
4325,1566519535,
4326,1220257051,LPLC1
4327,1785740974,LC12
4328,2149663918,
4329,2243092984,
4330,1724077672,
4331,481034911,
4332,2382678050,
4333,1993789671,
4334,2398616109,
4335,1481202338,
4336,1815286216,
4337,1824015402,
4338,1752788760,
4339,5813004877,
4340,1103249593,
4341,1437613888,
4342,1383379730,
4343,2380265268,
4344,2128191566,
4345,1904756232,
4346,728633073,
4347,1447154810,
4348,2182407671,
4349,5813033404,
4350,5813023105,
4351,1285223025,
4352,922595498,
4353,1778013540,
4354,1134970390,
4355,2371820677,
4356,5813018177,
4357,1407010658,
4358,976251792,
4359,1257909797,
4360,1883689091,
4361,2402018836,
4362,2184381830,
4363,1196030433,
4364,2353033347,
4365,1746884233,LC18
4366,1136502893,
4367,1104056135,
4368,1353018228,
4369,2187325968,
4370,1073691439,
4371,2436554110,
4372,1166545210,
4373,2181039602,
4374,2184735010,
4375,1291944611,
4376,770249286,
4377,2463082752,
4378,945187318,
4379,2504421783,
4380,2133332515,
4381,1661364018,
4382,1724737886,
4383,1814729788,LC17
4384,738246510,
4385,1316711568,
4386,634759240,mlPNX
4387,1870694455,LPC1
4388,2523235501,
4389,5813054384,
4390,945532137,
4391,1253352505,
4392,1574164489,
4393,675822559,
4394,1448111953,
4395,1818473569,LC17
4396,5812993718,LPC1
4397,1689890378,
4398,1013416147,
4399,1419836599,
4400,1883965316,
4401,1006716334,
4402,2443405260,
4403,1906141896,
4404,1468536213,
4405,981583545,
4406,1716134235,
4407,2155833665,
4408,1231606097,
4409,1250273320,
4410,327933027,
4411,1075062749,
4412,5813014766,
4413,1436188322,LC11
4414,5813045353,
4415,5813007974,
4416,2524465690,
4417,1534785094,LC21
4418,1849974592,
4419,5813075792,LC21
4420,5813055662,
4421,1628832652,
4422,2284466784,
4423,697939194,
4424,2398975372,
4425,1662688726,
4426,1751329909,LPLC2
4427,822009511,
4428,1528914548,
4429,1135311328,
4430,2534463704,
4431,1314820316,
4432,1658511508,
4433,1695066320,
4434,951234119,
4435,1313594496,
4436,5813011423,
4437,2150336831,
4438,5813024287,
4439,1812312755,
4440,1721654979,LC14
4441,1099458986,
4442,1037750917,
4443,5901215422,
4444,1901354824,
4445,1374062617,
4446,1557885051,
4447,1722483751,
4448,1965168774,LC18
4449,1690706380,
4450,5813039336,LC12
4451,1131988003,
4452,5812983356,
4453,2491738347,
4454,2593485659,
4455,1036503560,
4456,797073898,
4457,1993777221,
4458,1839288696,LC4
4459,940799806,
4460,1410903884,
4461,449288517,
4462,1441978094,
4463,1995948310,
4464,1285072656,
4465,1259890841,
4466,2247146811,
4467,2405217092,
4468,1656839128,LC12
4469,1563126068,LPLC4
4470,1574980522,
4471,5813034089,
4472,1315037159,
4473,885508576,
4474,551410783,
4475,2468590923,
4476,1159205992,
4477,2475778012,
4478,2436572192,
4479,1255327920,
4480,1817790281,LC17
4481,1107146865,
4482,1043155886,
4483,2092006729,
4484,638136190,
4485,5813020611,
4486,1259295990,
4487,1781674298,LPLC1
4488,2055842157,
4489,943822621,
4490,1653718229,
4491,1814777260,LPLC2
4492,823913632,
4493,792450754,
4494,1449502169,
4495,911578483,PB12a
4496,2405532246,
4497,1474325885,
4498,1754019541,LC17
4499,1698796271,
4500,1596393258,
4501,1876570170,
4502,1816719882,
4503,1968889019,LC18
4504,5813037939,
4505,5813041365,PB12a
4506,5813022599,
4507,5812981000,
4508,518930199,
4509,1622182850,
4510,640221192,
4511,1503677795,LC20
4512,1530986536,
4513,1281666634,
4514,1229162353,LC9
4515,5812988816,
4516,1754420857,
4517,1722341820,LC18
4518,982684196,
4519,2369619470,
4520,511025402,
4521,1220252568,
4522,2471349279,
4523,1560959148,
4524,1724077593,
4525,2532046045,JO-A/B/C
4526,1785827374,
4527,1041253084,
4528,2062391037,
4529,2406551209,
4530,675153151,
4531,1904082910,
4532,1571263529,
4533,733182574,
4534,5812997786,LPC1
4535,1322556989,
4536,2404203061,
4537,1939244343,LC12
4538,1714138461,LC18
4539,1847806203,LC17
4540,2118559758,
4541,5813050423,
4542,2536816387,
4543,1263327214,LC9
4544,1748986069,LLPC2a
4545,2056516423,
4546,512851433,
4547,1375232661,
4548,1409129636,
4549,1840623301,
4550,1534339966,
4551,2434568365,
4552,1405111246,
4553,609548390,
4554,828455051,
4555,5901204412,LC18
4556,2400995569,
4557,1822659562,
4558,1874035952,LC4
4559,1504359286,
4560,328010530,
4561,1533782991,
4562,1843208761,
4563,2460828780,
4564,1197454668,
4565,2405265228,
4566,1435822158,
4567,5812997387,LC12
4568,883418989,
4569,1199225061,
4570,1009315757,
4571,1412584237,
4572,2530341071,
4573,1817790222,LC17
4574,1230531125,LC9
4575,1009475172,
4576,1385032953,
4577,2150673472,
4578,1509275719,
4579,1656834849,LC12
4580,1446455697,
4581,1872366213,
4582,1971039570,
4583,1721395726,
4584,1445112287,
4585,1345087352,
4586,2466958700,
4587,5813023322,
4588,1839967099,
4589,1563855943,
4590,512411244,
4591,5812979048,aMe6a
4592,1165670060,
4593,1259856448,LT51
4594,1341671992,
4595,2278919013,
4596,5813057263,
4597,1188548330,LC18
4598,1064296296,
4599,1164131530,
4600,1592330402,
4601,1940069053,
4602,1683440362,LC16
4603,5813068189,
4604,947233693,
4605,1714812704,
4606,1409669895,
4607,1686350580,
4608,921590115,
4609,5813004049,
4610,1808927770,
4611,1656683728,
4612,5813056453,LC9
4613,1877217777,LC4
4614,5813007077,
4615,1468531938,
4616,2534761587,
4617,606193500,
4618,974771466,
4619,982252540,
4620,1871472824,
4621,1043450009,
4622,1602919852,
4623,2378248516,JO-A/B/C
4624,1634141042,
4625,1684653520,
4626,1719552462,
4627,576566621,
4628,389545760,
4629,1406241498,
4630,2217803704,
4631,892959869,
4632,2497584010,
4633,2437581791,
4634,515049524,
4635,2590347432,
4636,1348653495,
4637,1480525278,
4638,2312061664,
4639,1688302103,LC22
4640,5812993671,
4641,1561335125,
4642,2025122364,
4643,5813033283,
4644,2181678817,
4645,1472223364,
4646,5813003532,
4647,982968977,
4648,1714450496,
4649,2375508106,
4650,767615925,
4651,1782447437,
4652,1008425971,
4653,1940254794,
4654,1042651606,
4655,1353414918,
4656,949931381,
4657,5812990808,
4658,1564075996,LC11
4659,1414640017,
4660,1535100405,
4661,5813045531,
4662,1623262447,
4663,1254702061,
4664,2430666817,
4665,1751943911,LC12
4666,1572744753,
4667,604510234,
4668,697891313,
4669,919185724,
4670,5813061013,
4671,915503330,
4672,1103438472,
4673,2276134861,
4674,1161857479,
4675,2501352214,
4676,1386098182,
4677,2120950964,
4678,1351312482,
4679,5813039397,
4680,702760942,
4681,1448828968,
4682,1404101175,
4683,705471952,
4684,5812998833,LC17
4685,520617773,
4686,1906499952,LC31
4687,1528559825,
4688,1379023266,
4689,1227069641,
4690,1562404815,LC11
4691,1566597156,
4692,1752905046,
4693,2436520099,
4694,828955389,
4695,5812981517,
4696,5813054079,
4697,2441332714,
4698,884122973,
4699,1129302146,
4700,821197679,
4701,1191890143,
4702,1654521161,
4703,882003599,
4704,1282754143,aMe5
4705,484911954,
4706,2409611656,JO-A/B/C
4707,1656027753,
4708,759960572,
4709,2088574169,
4710,1778540183,
4711,1817449116,LC17
4712,1407558431,
4713,5812982313,
4714,1282676872,
4715,1626919110,LPLC4
4716,1562673627,LC4
4717,1976090538,
4718,5812993221,
4719,1375254271,
4720,948778197,
4721,674186774,
4722,5812991176,
4723,1722941958,
4724,1497520571,
4725,759987515,
4726,5813038880,LC12
4727,604735961,
4728,1502304455,LC15
4729,1600204580,
4730,2503747983,
4731,1008253493,
4732,1784234011,
4733,861260193,
4734,519909788,
4735,1467548306,LPLC2
4736,1476778177,
4737,1817458164,LC17
4738,5812991434,
4739,1382308349,
4740,2151321527,
4741,1694043700,
4742,983663810,
4743,799868224,
4744,5813024289,LPC1
4745,5813006265,
4746,5812986155,
4747,1043501040,
4748,2366903960,
4749,2538189167,
4750,1158532993,
4751,1037979778,
4752,2401297402,
4753,1469555481,
4754,1815713979,LC12
4755,756520292,
4756,2349579907,
4757,2038871981,
4758,1847436042,
4759,2404845766,
4760,1916766226,
4761,1404083795,
4762,1316716161,
4763,885776346,
4764,2188927263,
4765,2155574077,
4766,5813057606,
4767,1013046019,
4768,2070900931,
4769,1043669697,
4770,2067886800,
4771,2534105190,
4772,758960629,
4773,1311652066,
4774,1386854129,
4775,1165332319,
4776,2149991793,
4777,1723769735,
4778,2036848528,
4779,2028261229,LC21
4780,2342440098,
4781,480387478,
4782,5813039476,LPC1
4783,2374812712,
4784,919624822,
4785,1847335826,
4786,1037328706,
4787,2411321234,JO-A/B/C
4788,2406870893,
4789,1754028266,LC12
4790,5812993466,
4791,2503394268,
4792,702152113,
4793,2437969843,
4794,1480525157,
4795,1596427582,
4796,1597606096,
4797,2502707630,
4798,924002690,LC10
4799,2312811942,
4800,1385093648,
4801,5813003168,
4802,1664367851,
4803,1407188300,
4804,5901194265,
4805,1536446911,LC15
4806,1809614687,LPLC2
4807,1220416666,
4808,1531625146,
4809,2121119984,
4810,1225890479,
4811,1477239390,
4812,1564097484,
4813,1716236882,
4814,1993793841,
4815,1224236818,
4816,1258774471,
4817,5813098368,
4818,2089576025,
4819,1755198194,
4820,5812988569,LC9
4821,1698796278,
4822,1654525956,
4823,2118935774,
4824,481121605,PB12a
4825,1570210823,
4826,5813003611,
4827,5812983831,
4828,5812990301,
4829,2562731230,
4830,1753695182,LC12
4831,5813047212,
4832,696617609,
4833,392636270,
4834,2152328494,
4835,982674745,
4836,2536824808,
4837,2253091588,
4838,1937501015,LC13
4839,1130839155,
4840,2126183507,
4841,1783298104,
4842,1535087146,
4843,1504765194,LC21
4844,2061269876,
4845,2560348707,
4846,1843036618,
4847,1870656410,
4848,1479820692,
4849,5813069300,
4850,5812988099,LC9
4851,945869060,
4852,2071958190,
4853,2182378180,
4854,5813008651,
4855,1131810172,
4856,737218848,
4857,2463078372,
4858,1931007643,
4859,1076173414,
4860,5813068635,
4861,1500429718,
4862,2565796609,
4863,2430795675,
4864,1253640534,
4865,883803361,
4866,5813046242,LPC1
4867,2212087524,
4868,5813040309,
4869,638040562,
4870,518847630,
4871,1560652549,
4872,1995304974,
4873,946667252,
4874,1374063129,
4875,1631019730,
4876,1845811457,
4877,1260879578,
4878,2274757442,
4879,1591683365,
4880,1564753797,LC11
4881,1996625928,
4882,1165336119,
4883,1228084395,
4884,5813018119,
4885,5812991140,LLPC1
4886,488931037,
4887,5813020601,
4888,1719885594,
4889,1533542078,
4890,5812995586,
4891,1933770985,
4892,582381054,
4893,1444992005,
4894,2151705498,
4895,1011025640,
4896,1683401989,
4897,1840320196,
4898,298262408,
4899,1591506204,
4900,2183733607,
4901,356429209,
4902,609924156,mPNX
4903,2211725236,
4904,5813067916,
4905,541723810,
4906,1409540932,
4907,5813042873,LPLC1
4908,1936887514,
4909,5813069140,
4910,738155917,
4911,1886071909,
4912,1311315054,
4913,1476795191,
4914,2340976156,
4915,1783910467,
4916,2165403959,
4917,2350615474,
4918,1414354109,
4919,2276531874,
4920,5813033551,
4921,1382023849,
4922,760272462,
4923,1374554946,
4924,1347802614,
4925,821107639,
4926,479607153,
4927,5813037890,
4928,1688893211,LC12
4929,1590979045,LC4
4930,1698821941,
4931,1718809500,
4932,2033821094,
4933,636102761,
4934,1843536369,
4935,2009861709,
4936,2308184621,
4937,5813037812,
4938,1591312161,
4939,5812996420,
4940,2285813669,JO-A/B/C
4941,1498203019,
4942,454896445,
4943,1778224846,
4944,1291331810,
4945,1007740337,
4946,1318114681,
4947,1838615654,LC31
4948,1600209534,
4949,1108222244,
4950,892458340,
4951,1011482740,
4952,5813048670,LC6
4953,861592758,
4954,1694967770,
4955,2403852893,
4956,1010713958,
4957,5813039480,LPC1
4958,614081151,FB06a
4959,5813021911,
4960,576574889,
4961,2071953654,
4962,1040030798,
4963,1281981713,
4964,736757366,
4965,675490171,
4966,1664674983,
4967,761489398,
4968,985835016,
4969,2534096416,
4970,1906663957,
4971,1283039493,
4972,1932039073,
4973,1467167227,
4974,2508544739,
4975,5812988381,
4976,796056849,
4977,1782188454,
4978,1538471758,
4979,1845876264,
4980,1037393225,
4981,978971398,
4982,1623378159,
4983,2470680202,
4984,947212143,
4985,1311652071,
4986,5812982965,
4987,1775819962,
4988,1753695151,LC12
4989,913681721,
4990,5813098957,
4991,1660267880,
4992,1539632818,
4993,766398527,
4994,1753359276,LC12
4995,1504428057,LC21
4996,5813077950,
4997,1937232797,
4998,853778346,
4999,1563436478,LC11
5000,2433877441,
5001,2252714787,
5002,2188943821,
5003,1037972384,
5004,1262994911,LC9
5005,1872396010,LC21
5006,2056554825,
5007,2211375612,
5008,1663354321,
5009,1657603789,LPLC4
5010,5813057245,
5011,1501790467,
5012,5812990448,
5013,1075827302,FB02e
5014,1287640503,
5015,700356592,
5016,2341800990,
5017,5813050145,LC9
5018,5812982052,
5019,1167546166,
5020,5901217908,
5021,5812996174,
5022,1509957347,
5023,5813038793,mPN1
5024,422669150,
5025,796754549,
5026,418607079,
5027,1074143330,
5028,2467243911,
5029,5813082949,
5030,1167205022,
5031,1597157083,
5032,1199496144,LC9
5033,1779930824,
5034,1716855182,
5035,2437599460,
5036,2499357947,
5037,1996160234,
5038,5813021943,
5039,5812994338,
5040,1445130240,
5041,2434896528,
5042,1528577476,LC17
5043,1717157291,
5044,1382045239,
5045,760798618,
5046,5812983081,
5047,2072950749,
5048,2560417148,
5049,1882325087,
5050,1885394331,
5051,1722764125,
5052,1699582872,
5053,1438174209,
5054,2213205667,
5055,1746188050,
5056,1532984623,
5057,1252945743,
5058,1535480018,
5059,2338584643,
5060,1571855124,
5061,852897751,
5062,5901211791,
5063,1719678048,LC22
5064,1930472180,
5065,1683402178,
5066,1903379484,
5067,729306452,
5068,1779248314,
5069,2377217241,
5070,1013654516,
5071,1655437299,
5072,1907665787,
5073,1592262161,
5074,1159715613,
5075,1199573657,
5076,1473643390,
5077,1291638853,
5078,1344214794,
5079,642612763,
5080,1230190149,LC6
5081,701733434,
5082,882580620,
5083,2248644148,
5084,2565122840,
5085,5813033835,
5086,5813057548,
5087,2528281943,
5088,1722346327,LC18
5089,2119971731,
5090,1844421716,LC17
5091,1976095316,
5092,1965795252,
5093,1565125035,
5094,1038636333,
5095,5812986864,
5096,1780025156,LLPC2c
5097,1745852140,
5098,1225114259,
5099,1714138479,LPC1
5100,2406227446,
5101,2213395633,
5102,1721313850,
5103,1468912764,
5104,2555159600,
5105,2304631420,
5106,1778993289,LLPC3
5107,1657525390,LC12
5108,1344530994,
5109,1163120884,
5110,483708083,
5111,788055763,
5112,1719764109,
5113,5813054857,
5114,1818545215,
5115,582709537,
5116,1379355642,
5117,1221146008,
5118,549722579,
5119,2498330129,
5120,1531284075,
5121,1192723421,
5122,2445792720,
5123,1883443112,lPNX
5124,517086196,
5125,2273941513,
5126,859148698,
5127,2339608537,
5128,978271978,
5129,1722000978,LC18
5130,1479558350,
5131,2253427930,
5132,573713481,
5133,2157214957,
5134,5812997059,LLPC1
5135,2536138536,
5136,1591329589,
5137,2410302463,JO-A/B/C
5138,1884034504,
5139,5813078116,
5140,1074182331,
5141,1629996612,
5142,1219911738,
5143,5813014771,
5144,1258095091,
5145,1785408076,LC12
5146,1936848448,LC4
5147,951234513,
5148,5813047644,
5149,5813021632,
5150,1563617879,
5151,1718814572,
5152,1594408308,
5153,1746373639,
5154,1281985747,
5155,1715831117,
5156,2089649128,
5157,1720088459,
5158,889540433,
5159,1690015835,LPLC1
5160,5813031663,
5161,5813015634,
5162,1500020535,LC13
5163,1562366881,
5164,1223956781,
5165,5812988178,
5166,1044037281,
5167,5813011868,
5168,1250967539,
5169,1622139666,
5170,729677428,
5171,1714138427,LPC1
5172,5813045792,LPLC1
5173,2532089249,
5174,699557275,
5175,1716841783,
5176,5813034211,LLPC1
5177,821728921,
5178,2219296864,
5179,1193202934,
5180,1751097422,
5181,5813069193,aMe19
5182,1812347387,
5183,1105165255,
5184,1575045613,
5185,1779710234,
5186,1811285151,
5187,1138855577,
5188,1661212818,
5189,1685124848,
5190,1691885573,
5191,1281649467,LC21
5192,1745476087,
5193,1847979455,
5194,861237679,
5195,2032081868,
5196,1609542060,mPN1
5197,2027501342,
5198,5812989550,LC6
5199,5813082120,
5200,5813047516,
5201,2374014214,
5202,1756886387,
5203,5813007637,
5204,5812997075,LLPC1
5205,1011758621,
5206,1806885399,
5207,5812993544,
5208,2467960210,
5209,973423536,
5210,889190964,
5211,1847603298,
5212,5813062654,LC12
5213,1470950640,
5214,5813007963,
5215,1599289559,
5216,2071228376,
5217,1601007600,
5218,1663095260,
5219,2409283844,
5220,1871350859,
5221,1627277351,
5222,5813022375,
5223,2188270624,
5224,1352909999,
5225,1718516958,
5226,699515201,
5227,1189559257,LC4
5228,1591312405,
5229,2529723426,
5230,1074510430,
5231,1253636394,
5232,1753674977,LPLC2
5233,1502575131,
5234,2249714389,
5235,2244093476,
5236,1534279727,
5237,1042772327,
5238,1813901059,
5239,1840977357,
5240,2374152747,
5241,1408880450,
5242,1621678163,
5243,2594828357,
5244,2563762805,
5245,1131158436,
5246,485771504,
5247,5813024201,
5248,1718749619,
5249,1130783454,
5250,454481372,
5251,5813077793,
5252,2565118708,
5253,2502016833,
5254,1934470099,LC12
5255,2123144600,
5256,575418068,
5257,1532405813,LC11
5258,2243782719,
5259,1480520765,
5260,1563389824,LC6
5261,2218144270,
5262,641567225,
5263,1254356849,
5264,1811392834,LLPC2c
5265,5813098080,
5266,1404761292,
5267,1321037241,
5268,1753596256,
5269,1251969396,LC11
5270,1844331438,
5271,5813082471,
5272,2088556590,
5273,2249296510,
5274,5813031501,
5275,512982243,
5276,1249936614,LC18
5277,1189912345,LC31
5278,2532745636,
5279,1470966783,LC9
5280,853717974,
5281,2444734760,
5282,1814958335,
5283,1560272159,
5284,1598586139,
5285,1591100031,
5286,1131810273,
5287,5813023942,
5288,1280958033,
5289,1621353928,
5290,1074337817,
5291,1916428879,
5292,1906159299,LC4
5293,1533083877,LC21
5294,5813069046,LPLC1
5295,1252966452,
5296,1776182854,
5297,2564103793,
5298,1533265020,
5299,1847275108,
5300,1970646335,
5301,1656805870,
5302,2565494347,
5303,2033087464,
5304,5813069466,
5305,1686877039,
5306,1254931525,
5307,489686575,
5308,2310022900,
5309,1404778340,LC11
5310,2029897424,
5311,581746661,
5312,5812983125,
5313,1160466122,
5314,1877939213,LC4
5315,5813055439,
5316,1510653932,
5317,1323407050,
5318,5812986217,
5319,5813063829,
5320,1933869902,
5321,2308266607,
5322,1754032933,LC12
5323,2398979498,
5324,2122393761,
5325,1718179755,
5326,2155915091,
5327,1717968338,LPLC4
5328,5813055105,
5329,1445773652,
5330,1006233268,
5331,2314840996,
5332,727647972,
5333,1499939202,
5334,2091963739,
5335,1722418708,
5336,823058829,
5337,1745510601,
5338,1076159832,
5339,1907924777,LC4
5340,1750557430,
5341,1065280423,
5342,1657263439,LPLC4
5343,1791025538,
5344,1131884014,
5345,1787510270,
5346,5812988296,LC11
5347,2090753722,
5348,1905981799,
5349,791039731,
5350,2369632876,
5351,1437224617,
5352,514850616,
5353,1342717266,
5354,669325882,
5355,820390160,
5356,1508464822,
5357,5813087839,aMe5
5358,1808284051,LPC1
5359,1873466115,LLPC1
5360,1753363739,LC12
5361,5813024923,
5362,1634140805,
5363,1968129854,
5364,2032085700,
5365,2308710960,
5366,1134307290,
5367,2410298238,
5368,5813035804,
5369,1713059234,
5370,1435140135,
5371,1622001639,
5372,945532473,
5373,2407229006,
5374,1807191501,LLPC3
5375,1074493590,
5376,1343749180,LPLC2
5377,2093815177,
5378,1813481611,
5379,5901215936,
5380,5812990249,
5381,858842517,
5382,5812995883,
5383,2062309964,
5384,2028563754,
5385,1471600919,LC10
5386,1313513195,
5387,5813083922,
5388,817044778,
5389,765029085,
5390,1220873945,
5391,1691237909,
5392,1169169208,
5393,1562012846,
5394,5812988132,LC9
5395,1404424018,
5396,1140249804,
5397,5813041579,
5398,1319815664,
5399,5813003055,
5400,1814055949,LC17
5401,1745157026,
