,bodyid,type
6590,1510311956,
6591,1997843983,
6592,1536486355,
6593,1191272987,
6594,2247336031,
6595,1256609930,
6596,2596140962,
6597,1105783201,
6598,2376228593,
6599,2124762952,
6600,5812991204,
6601,1010162163,
6602,5813034229,
6603,298599664,
6604,1344055093,LC11
6605,1311652383,
6606,1967822949,
6607,946684931,
6608,5813054870,
6609,1019357327,
6610,1600666632,
6611,5813041320,
6612,974027716,
6613,1348825766,
6614,5812993997,
6615,1070426862,FB06z
6616,1497200791,LC17
6617,5813015327,
6618,914850280,
6619,1783124404,
6620,1594121850,LC11
6621,2307903107,
6622,642409381,
6623,5813007358,
6624,2134680123,
6625,2499647325,
6626,480258208,
6627,2274131594,
6628,887519423,
6629,2057893092,
6630,2535784703,
6631,1783690466,LC17
6632,1500028932,LC13
6633,1663690921,
6634,5812980494,
6635,1630230506,
6636,951916894,
6637,2309297730,LC13
6638,2474086140,
6639,5813067020,
6640,1286242549,
6641,1168543037,
6642,1569519432,
6643,512441442,
6644,1436141713,
6645,576825965,OA-VUMa7
6646,1963752490,
6647,1993431383,
6648,1751761724,
6649,1875249255,
6650,1657180509,LC18
6651,1756134771,
6652,946081491,
6653,1930808741,
6654,1342371499,
6655,1751330026,LC18
6656,1529388533,
6657,1074488884,
6658,5813075024,
6659,768590452,
6660,1749258463,
6661,2435241714,
6662,1658990108,LPLC1
6663,2337578679,
6664,2684544267,
6665,1750743372,
6666,1977126766,
6667,2000226559,
6668,704078253,
6669,2308594525,
6670,1407121962,
6671,1978499228,
6672,1661769627,
6673,1713772154,
6674,1599143230,
6675,2316128092,
6676,1720905286,
6677,1438304646,LC13
6678,724816115,mPN1
6679,943420877,
6680,1382238857,
6681,5813038359,
6682,1589628152,
6683,1854031434,
6684,1050067438,
6685,1656157978,LC18
6686,1007256476,
6687,1044403618,
6688,1811967696,
6689,2090615808,
6690,1564136459,
6691,1567089270,
6692,2310091748,
6693,1382710039,
6694,2537502899,
6695,1229197633,
6696,1104760195,
6697,2221338415,
6698,1294021030,LC9
6699,2000792054,
6700,671566029,
6701,1448864040,
6702,5813044977,
6703,2131960692,
6704,1441900428,
6705,549175510,
6706,1505347122,
6707,2057897765,
6708,1469537787,
6709,5813022697,
6710,1196371765,
6711,1322021279,
6712,5813083359,
6713,2151006388,
6714,1562660143,
6715,5812991730,
6716,1321642426,
6717,5812992935,LC12
6718,1566519250,LC11
6719,889852017,
6720,5813022811,
6721,1753695319,LC12
6722,1691146934,
6723,1870289476,
6724,736079298,
6725,885106439,
6726,1190417843,
6727,1437850908,LPLC2
6728,1663652072,
6729,486444499,
6730,1847435692,
6731,2477146931,
6732,543062097,
6733,2057197730,
6734,5812989312,
6735,1684075454,
6736,1753415237,
6737,1721659644,LC18
6738,734352404,
6739,5812990157,LPLC4
6740,945354528,
6741,2430355587,
6742,1013011315,
6743,2276894685,
6744,1812078229,LLPC1
6745,1131149474,
6746,1871114028,
6747,1412920154,
6748,1472171839,
6749,1436650355,
6750,5813007443,
6751,2316175303,
6752,2506821895,
6753,5813053966,
6754,1257751104,
6755,1284027330,
6756,758239379,
6757,789726348,
6758,2471353419,
6759,1849161220,LC17
6760,2102647985,
6761,2474401414,
6762,2373682316,
6763,1535086505,
6764,1560272055,
6765,1374900967,
6766,645086558,
6767,1253511078,
6768,1690266547,
6769,1292316743,
6770,911565319,PB12a
6771,1446100318,
6772,1818136404,LC17
6773,1440804168,
6774,706183872,
6775,1572240664,
6776,766389528,
6777,1749020274,LC22
6778,1878543927,LC12
6779,1685331892,
6780,1043372683,
6781,1659016060,
6782,5812988577,LC9
6783,1849503142,LC17
6784,1468877324,LC21
6785,5901219180,
6786,5813045867,LC22
6787,1319815893,
6788,1283872218,
6789,1412761053,
6790,5813023621,
6791,1906496111,LC4
6792,2473727634,
6793,1594506747,
6794,925241334,
6795,1687157916,
6796,1667886676,
6797,5812996974,
6798,1932747064,
6799,1068364006,
6800,1038015195,
6801,2032426633,
6802,1966860704,
6803,454347237,
6804,1188876919,
6805,514475106,
6806,2310567602,
6807,5813075931,
6808,2337914872,
6809,1875124235,LC17
6810,5812994282,
6811,5813061319,LPC1
6812,822376419,
6813,1843023572,
6814,1313261883,
6815,2398284469,
6816,2475454732,
6817,2369312669,
6818,5813023296,
6819,1073419376,
6820,665169278,
6821,5813014626,
6822,1666755653,
6823,2384746355,
6824,1189567690,LC17
6825,5813133312,
6826,1963420171,
6827,5812998042,LLPC2c
6828,1875460978,LC17
6829,1294366310,LC9
6830,1569899283,
6831,1311677904,LC31
6832,1998181145,
6833,1005857038,
6834,2003132270,
6835,1537807327,
6836,5813096913,
6837,1753449078,
6838,5813069859,
6839,2212731503,
6840,1905097544,
6841,1503552296,
6842,454041627,
6843,2471690043,
6844,1695166397,
6845,1284702201,
6846,1133455396,
6847,1136511678,
6848,1039612391,
6849,481371769,
6850,2686258010,
6851,2004397541,
6852,609655670,
6853,1436815159,
6854,5813013339,
6855,915459610,
6856,2159609926,
6857,1818597252,
6858,1353000905,
6859,481286239,
6860,1590966010,
6861,1477149256,
6862,1446061566,
6863,1499087499,
6864,644450686,
6865,1840656969,
6866,820758075,
6867,1933412747,
6868,674532291,
6869,2212825480,
6870,2523787720,
6871,1785680597,
6872,1403392477,LPLC2
6873,1561676389,
6874,1537793884,LC15
6875,5812979878,
6876,5812983254,
6877,2353374387,
6878,5813055903,
6879,1503754677,LC21
6880,5813032595,olfactory LN
6881,1222928970,
6882,1042656011,
6883,1748299641,LLPC2a
6884,1562781110,LPLC4
6885,2308525709,
6886,5813013574,
6887,5813043077,
6888,1199850242,LC6
6889,2308727997,
6890,5812978901,
6891,5812980916,
6892,1782136429,
6893,1902066185,LC18
6894,580780309,
6895,1378449288,
6896,2027997296,
6897,5813054748,
6898,1378251040,
6899,1573741727,
6900,1103442991,
6901,858328805,
6902,5813063231,
6903,5812998236,
6904,1201335095,
6905,5813078378,
6906,5813050102,LC9
6907,1356160832,
6908,1499039901,
6909,981976338,
6910,2227097833,
6911,1837885620,
6912,2059978318,LPLC2
6913,886820993,
6914,1200886425,LC6
6915,2313161690,
6916,420351087,
6917,2065158112,
6918,1378604678,
6919,1260577951,
6920,5813061642,
6921,1591321414,
6922,2491734453,
6923,5813077633,
6924,1653170972,
6925,1254931072,
6926,1941078806,
6927,1282321960,
6928,1562120152,
6929,1343395439,LPLC4
6930,1529596392,
6931,1811621795,
6932,1196699662,
6933,737218700,
6934,2471348934,
6935,5813057792,
6936,1474087416,
6937,2342145349,
6938,1280971174,LC11
6939,516409549,
6940,1604440343,
6941,5813038822,LPLC2
6942,1043705078,
6943,5813053907,
6944,2212049434,
6945,2027540554,
6946,5813011119,
6947,5813027266,
6948,1937879935,
6949,1907824988,
6950,1683863486,
6951,1100085251,
6952,388280381,
6953,2215481381,
6954,976934253,
6955,1015424183,
6956,2119652201,
6957,1784389414,LC12
6958,915857055,
6959,1563337163,
6960,1848282011,
6961,2307222093,
6962,1625080773,
6963,2405191808,
6964,1873734612,LC20
6965,2090654954,
6966,1806880698,LPC1
6967,2119608810,
6968,1780024850,LLPC2c
6969,2335126325,
6970,1006560977,
6971,1505140214,
6972,5813133061,
6973,1880274953,
6974,1500598873,LPLC2
6975,550413337,
6976,768301044,
6977,1905784006,
6978,5901202018,LC13
6979,1654405904,LC12
6980,2592453959,
6981,545082184,
6982,1906630034,
6983,1050249353,
6984,977934593,
6985,765975775,
6986,1745510607,LC15
6987,2002009324,
6988,673426956,
6989,1753695554,LC12
6990,579194975,
6991,2596857015,
6992,1656921442,
6993,1815290414,
6994,1965431319,
6995,329560716,
6996,1136498477,
6997,2285433659,
6998,1448181901,
6999,1746841053,
7000,978249801,
7001,1105459542,
7002,1503944172,
7003,5813002447,
7004,2398284333,
7005,1808629175,LPC1
7006,329258532,
7007,1280617274,
7008,1104103910,
7009,5813069015,
7010,1783068831,LPLC1
7011,1256800488,
7012,1692592680,
7013,1040328771,
7014,1720415673,
7015,1321037177,
7016,5813055586,
7017,1283867659,
7018,1353043462,OA-VUMa1
7019,605550395,
7020,5813038177,
7021,1507812837,
7022,1442280968,
7023,1846316360,
7024,2443374961,
7025,819943010,
7026,1686471857,
7027,1448587188,
7028,1596720852,
7029,5813053863,
7030,1593034854,
7031,1448479508,
7032,1966473505,
7033,706183807,
7034,1691233928,LC12
7035,1189899617,
7036,2374191440,
7037,2245100321,
7038,5813097194,
7039,891224633,
7040,1103072316,
7041,5813062686,
7042,5813071409,mlPN2
7043,1633337773,
7044,737218701,
7045,605762571,
7046,5812998825,LPLC2
7047,1564292319,
7048,1570896561,
7049,2060552502,
7050,1752672460,LC17
7051,5812997385,
7052,2059577414,
7053,1875435759,
7054,1656740700,
7055,5813078494,
7056,916037507,
7057,1998180454,
7058,2434369472,
7059,1561339845,
7060,1749434934,
7061,2656164176,
7062,417558532,
7063,1162905778,
7064,2397942920,
7065,2060406525,
7066,1938207942,LC4
7067,5813007685,
7068,2151347915,
7069,1873470681,LLPC3
7070,855493136,
7071,1506909738,
7072,887195902,
7073,1815286177,
7074,1407874177,LPLC1
7075,1503418436,LC21
7076,2463751405,
7077,452953198,
7078,792326206,
7079,914834542,
7080,5813045099,
7081,1315749164,
7082,5813002786,
7083,1978573010,
7084,1532401533,LC21
7085,1811163357,
7086,1382002299,LC25
7087,5813045760,
7088,1781324410,LC17
7089,1290269562,
7090,1375482740,
7091,1107095537,
7092,2403192037,
7093,2249520848,
7094,1069187878,
7095,612336669,
7096,2024811716,
7097,1875409918,
7098,732777416,
7099,5813018508,
7100,2286499696,
7101,549282467,
7102,1352331062,
7103,1165328662,
7104,1351628071,
7105,2062469355,
7106,1376666208,
7107,1252665371,
7108,5812989046,
7109,1501272967,
7110,1502532477,
7111,1219911204,
7112,861251506,
7113,5813014640,
7114,2401828476,
7115,1469589825,
7116,1783029895,LC12
7117,1995836512,
7118,1567145429,LC15
7119,5813022858,
7120,5813116551,
7121,857538779,
7122,2089269295,
7123,792019471,
7124,1808633332,LPC1
7125,1201231700,LC9
7126,1198844628,
7127,1907571222,LC4
7128,2277174696,
7129,1787541322,
7130,950569546,
7131,2439964310,JO-A/B/C
7132,1104431743,
7133,5813027142,
7134,5813054846,
7135,1189606166,
7136,2153743940,
7137,5813056582,
7138,1597265225,
7139,5812997213,LLPC3
7140,609168709,
7141,2336538363,
7142,1103103096,
7143,1527557920,
7144,5813024629,
7145,2281686776,
7146,2216806747,
7147,2001056645,
7148,357249838,
7149,981627104,
7150,1824015349,
7151,1356743512,
7152,2029624973,LC17
7153,1565833050,LC11
7154,914778159,
7155,2337246641,
7156,5813001625,
7157,1504730162,
7158,1165676789,
7159,2216457034,
7160,644433538,
7161,1073798332,
7162,388280610,
7163,2001729289,
7164,2056887153,
7165,792313813,
7166,1627117134,LC4
7167,2716191927,
7168,2215075354,
7169,1938799825,
7170,5813050791,
7171,1288780961,
7172,2274822238,
7173,1387808235,
7174,1841063105,LLPC1
7175,1687991434,
7176,1440743192,
7177,2027890105,
7178,1528253194,LPLC4
7179,2501715262,
7180,737607638,
7181,5813022641,
7182,791527493,
7183,1312899483,
7184,2564457917,
7185,1467210712,
7186,1510562176,
7187,2471707634,
7188,1188194843,
7189,1572744091,
7190,2437892875,
7191,947573616,
7192,851106245,
7193,1564042186,
7194,1566173909,LC11
7195,1435791739,
7196,1374775106,
7197,5813048693,
7198,1101716795,
7199,1316716006,
7200,760225398,
7201,5813083779,
7202,1810395386,
7203,5813061040,
7204,1010667275,
7205,1846135022,LC12
7206,1404429027,
7207,2215416473,
7208,1653411654,
7209,1593401239,LC18
7210,1500935105,
7211,1448544317,
7212,1221275966,
7213,1293011130,LC6
7214,1455438367,
7215,2091038527,
7216,2407945647,
7217,882235460,
7218,1256242994,
7219,1013982515,
7220,5813088896,
7221,1977138973,
7222,2435159424,
7223,664456036,
7224,1713236454,
7225,5813056054,
7226,5813018752,
7227,766389130,
7228,5813057404,
7229,5813047453,
7230,1564482110,
7231,1161856561,
7232,2311792969,
7233,1384734912,
7234,1930994867,
7235,1285155206,
7236,796750980,
7237,1807218222,
7238,2496565463,
7239,2245829475,
7240,1624047219,
7241,1529064303,
7242,5812987598,
7243,921667198,
7244,1594285902,
7245,1196017008,
7246,1844793126,
7247,1537073647,
7248,1908261361,
7249,2067847820,
7250,860905614,
7251,737262193,
7252,5813020534,
7253,1876820783,LC17
7254,5813057723,
7255,5813022991,
7256,1718645916,LPLC4
7257,2436912412,
7258,1104686732,
7259,5812990534,
7260,1374809555,
7261,1723386459,LPLC1
7262,1008085163,
7263,2343156264,
7264,510602264,
7265,1041680398,
7266,1445743075,
7267,1229507904,LC9
7268,1100046341,
7269,1005857873,
7270,1603611801,
7271,644455092,
7272,2462063250,
7273,1135829534,
7274,1135458137,
7275,5813056321,
7276,854106922,
7277,2343316727,
7278,820581199,
7279,763686208,
7280,1565496703,LC11
7281,5813047976,
7282,1806850696,LPC1
7283,1816861687,
7284,5813013735,
7285,1566057216,
7286,974839708,
7287,1436667745,
7288,5813069773,
7289,1635729066,
7290,1531232052,
7291,5901224672,
7292,5813068048,
7293,1041602702,
7294,5813078497,
7295,1562319362,
7296,1476777923,
7297,2065132470,
7298,2438281087,
7299,1871653139,
7300,1103366153,
7301,5813045646,LC15
7302,1476824820,
7303,330268940,
7304,696859236,
7305,1685777037,
7306,1320286990,
7307,297925608,
7308,2430018741,
7309,2435229276,
7310,1794037618,
7311,5813057077,
7312,5813049045,
7313,1252678598,
7314,1198330286,ExR6
7315,5813001957,
7316,5813047383,
7317,1663997154,
7318,5812998050,LLPC1
7319,5812986430,
7320,451296383,
7321,1597554683,
7322,1745147720,
7323,1168487432,
7324,579575594,
7325,2026500166,
7326,5812993717,LPC1
7327,2312962925,
7328,1188885499,LC11
7329,1285849782,
7330,673776769,
7331,1250264230,
7332,1843118063,LLPC1
7333,1886098460,
7334,1876770025,
7335,1322306508,
7336,978056035,
7337,1229862274,
7338,1636195409,
7339,1873078321,LC12
7340,2535806130,
7341,2282735211,
7342,1843744231,LPLC1
7343,2273449268,
7344,2432707260,
7345,1346896720,
7346,5813007684,
7347,5813033747,
7348,5813035436,
7349,1321305370,
7350,1387687146,
7351,5813058350,
7352,5813070019,
7353,5812999308,
7354,1356061127,
7355,1321680175,
7356,1812838782,
7357,1558230560,
7358,1784738845,LC12
7359,1282663185,
7360,5813076492,LC17
7361,638829946,
7362,5812981264,MBON17
7363,1500361710,LC13
7364,5813048550,
7365,2565796559,
7366,2559662576,
7367,1785076238,LC12
7368,1231244303,
7369,2250754651,
7370,1998517695,
7371,1436667764,
7372,5813058222,
7373,2064685450,
7374,1468993852,LC13
7375,1353371352,
7376,2506126706,
7377,2505107905,
7378,5901202967,
7379,1342363391,
7380,1198504136,
7381,1354027391,
7382,5813087982,
7383,2221369836,
7384,852993150,
7385,324725187,
7386,1535212969,
7387,5813060068,
7388,1747284927,LLPC2a
7389,1130458829,
7390,2535789077,
7391,1130731603,
7392,2373465847,
7393,5813014904,
7394,2163327535,
7395,1040682937,
7396,635062078,mPN1
7397,1346096892,
7398,2405053958,
7399,2032426719,
7400,2216910652,
7401,2063514352,
7402,5813023783,
7403,512411317,
7404,1130714433,
7405,1838269993,LPC1
7406,979627466,
7407,607131089,
7408,1346779023,
7409,1913009965,
7410,5813045436,
7411,1630683107,
7412,670435003,
7413,1015428321,
7414,737607426,
7415,1406241804,
7416,1535198939,
7417,1785689547,
7418,1478802290,
7419,1632366389,
7420,360773196,
7421,2089915998,
7422,1534798522,
7423,1500279678,
7424,5813039252,
7425,1448812385,
7426,1504432299,LC21
7427,1227393730,
7428,1813089300,
7429,1691906104,
7430,1753359328,LC12
7431,739917109,
7432,2535806230,
7433,1411603257,
7434,2094725313,
7435,1502318251,LC24
7436,1998556654,
7437,2537861103,
7438,1357084643,
7439,1781287122,
7440,1621806893,
7441,2348569217,
7442,1353691043,
7443,1871342128,
7444,2123680696,
7445,5813056101,
7446,1225809447,
7447,1783129068,
7448,1473695252,
7449,1474472195,
7450,2284812433,
7451,1227135350,
7452,1343736430,
7453,2404522507,
7454,1935843067,LC12
7455,2122358924,
7456,2339943593,
7457,789623676,
7458,1072059176,
7459,950556540,
7460,1535139804,
7461,1784061219,
7462,1285357551,
7463,1232266616,LC9
7464,1507782010,
7465,1502342255,LC9
7466,1011728599,
7467,1263037872,
7468,5813035420,
7469,2533418583,
7470,1346448139,
7471,857806966,
7472,1222981090,
7473,1652384172,
7474,1437182307,
7475,1438083750,
7476,1007256095,
7477,5813022816,
7478,1848837843,LC17
7479,2087576790,
7480,1934746872,
7481,853251409,
7482,1714445887,
7483,1871744050,LLPC3
7484,2059295981,LPLC1
7485,2187999570,
7486,859490096,
7487,5813076344,
7488,1162180404,
7489,1778984734,LLPC2a
7490,5813061049,
7491,2027656256,
7492,5812997990,
7493,1813563837,
7494,2090953465,
7495,1935122826,
7496,2029557184,
7497,447228814,
7498,1824334786,
7499,1342687084,
7500,2508190728,
7501,5813034401,
7502,2278246587,
7503,1198818551,LC9
7504,5813060340,LC21
7505,1436758299,
7506,1776537324,
7507,1757612027,
7508,1660518007,
7509,5812994357,
7510,1286077682,
7511,1876492837,LPLC2
7512,1871989700,
7513,1533040839,LC10
7514,1356091208,
7515,790434264,
7516,738989372,
7517,5813076242,
7518,1538614616,
7519,2040594780,
7520,1188199058,
7521,1501949291,
7522,2467636135,
7523,1348484389,
7524,1781864693,
7525,1375504361,
7526,1533382472,
7527,1628973439,
7528,1344591038,
7529,2249598591,LC15
7530,2337254773,
7531,1158877783,LC17
7532,643307064,
7533,1500844839,
7534,1842517867,
7535,5813038328,
7536,1903020489,
7537,977222655,
7538,1812898952,
7539,5813061071,
7540,424781115,
7541,1714172947,
7542,1135829553,
7543,1691992939,
7544,1934776350,
7545,1747569967,LC11
7546,1747876363,
7547,1481737138,IPC
7548,1007981340,
7549,2213193150,
7550,5813005318,
7551,828282250,
7552,2435113317,
7553,1817448921,LC17
7554,1779343124,
7555,1043726139,
7556,1751139866,
7557,2378594464,JO-A/B/C
7558,2095498288,
7559,883018168,
7560,1283514079,
7561,1468804008,
7562,789934899,
7563,5813069085,olfactory LN
7564,5812990115,
7565,1807205370,
7566,298267120,
7567,885132185,
7568,1449225711,LT51
7569,1812078638,LLPC1
7570,1034249850,
7571,1252337419,LC15
7572,1848960054,
7573,481406868,
7574,760397191,
7575,5813053698,
7576,1781691019,
7577,976903657,
7578,1537759725,
7579,1753359267,LC12
7580,5813132326,
7581,2086881371,
7582,1758664678,
7583,946533908,
7584,821272765,
7585,5813070572,
7586,1260655256,
7587,5813035328,
7588,2097932975,
7589,2091742192,
7590,1722005199,LC18
7591,1542024630,
7592,542410481,
7593,1998478132,
7594,544012081,
7595,2536130214,
7596,2216439627,
7597,1165674346,
7598,1656282488,
7599,2032760275,
7600,2223778713,
7601,1502701269,
7602,1312333858,
7603,5813054145,
7604,1900317885,
7605,296535619,
7606,1438856296,
7607,1601711357,
7608,1254331599,
7609,884636075,
7610,479912666,
7611,2467990841,
7612,768301391,
7613,1466848532,
7614,1286362996,
7615,1817453065,LC17
7616,2315466530,
7617,913835893,
7618,2154788416,
7619,1167783672,LC6
7620,2212727168,
7621,1784398319,LC12
7622,1751028010,
7623,5813087438,
7624,1504423636,LC21
7625,862278897,
7626,5813075790,
7627,2285813681,
7628,1354278235,
7629,2532727980,
7630,2374523415,
7631,728995438,
7632,1440838134,
7633,1659331288,
7634,5812998181,
7635,5901195362,
7636,1262990404,LC9
7637,2462504184,
7638,1074704960,
7639,5813096637,
7640,1504092028,LC21
7641,1872667554,
7642,5813133450,
7643,1343882325,
7644,706525097,
7645,5813058376,
7646,2370296431,
7647,1344275238,
7648,1756796067,
7649,1686712709,
7650,1811853893,
7651,1465816783,
7652,921235264,
7653,669670654,
7654,1313853933,
7655,2091958499,
7656,267551639,
7657,1813403630,LPLC2
7658,1886400568,
7659,639875892,
7660,1468630778,
7661,357245785,
7662,1415126563,
7663,2405864763,
7664,1902364719,
7665,1747508899,LC12
7666,1443450601,
7667,1806518096,
7668,1437302815,
7669,5813061202,
7670,1439979802,
7671,1447465334,
7672,1038684335,
7673,2379967093,
7674,5812994811,
7675,1654405306,LC12
7676,2342811015,
7677,2372636344,
7678,327937506,
7679,1469554589,
7680,2243416423,
7681,1162806267,
7682,1785926866,
7683,1404920496,
7684,1601624616,
7685,1533657952,
7686,1845772658,LC17
7687,1806664990,
7688,5813022764,
7689,1875214597,
7690,5813057104,
7691,1997377784,
7692,453522986,
7693,5812992013,LC29
7694,1620667669,LC12
7695,1848151236,LC17
7696,1223499592,
7697,1312346567,
7698,2348918895,
7699,2431360572,
7700,987117151,
7701,1380979698,
7702,2385056840,
7703,1065284785,
7704,2095843624,
7705,766739499,
7706,1591312048,
7707,579510789,
7708,2221053439,
7709,1876565477,
7710,2339266550,
7711,2445102064,
7712,2245125920,
7713,2532732341,
7714,1472624438,
7715,1420172582,
7716,767904550,
7717,861233275,
7718,1348097155,
7719,1435835226,
7720,1229507863,LC6
7721,1411059475,
7722,1381656679,
7723,1009820629,
7724,789990773,
7725,947574106,
7726,1165678509,
7727,2181035795,
7728,1344469477,
7729,1753359088,LC12
7730,1817794820,LC17
7731,388280541,
7732,1311651629,
7733,2461709197,
7734,1102770327,
7735,1407610974,LC13
7736,1969757097,
7737,1899618592,
7738,1626435683,
7739,1500516375,
7740,2158246414,
7741,426148655,
7742,1658860665,
7743,2215558377,
7744,1282322796,
7745,1664027954,
7746,5813024808,LLPC2c
7747,1407735443,
7748,1566411868,LPLC2
7749,2532727986,JO-A/B/C
7750,971830386,
7751,644425543,
7752,1232266231,LC9
7753,1162184457,
7754,1809601294,
7755,2312277190,
7756,1756895140,
7757,1006366928,
7758,5813078298,
7759,2096914099,
7760,1437837729,
7761,2377562526,
7762,2463902438,
7763,1325133618,
7764,859489809,
7765,1807555039,
7766,1284373356,
7767,2057539167,
7768,1532401674,LC21
7769,1623931398,
7770,1933382622,
7771,1352659068,
7772,5813068840,
7773,1594795610,
7774,1512630340,
7775,5813002966,
7776,5813033723,
7777,1626754616,
7778,1935761573,
7779,1500373828,LC13
7780,671756253,
7781,1590966071,
7782,1226789202,
7783,5812999009,LC17
7784,1469278367,
7785,1809916232,
7786,1931361391,
7787,1351727198,
7788,1157846137,
7789,988269593,FB04n
7790,1316945065,
7791,1811426935,
7792,2505103714,
7793,2029910920,
7794,1350855756,
7795,5813079584,
7796,5813006738,
7797,1817712927,
7798,1744444696,
7799,1134784111,
7800,765034172,
7801,613083359,
7802,5813031957,
7803,1943950268,
7804,1626573444,LC22
7805,2414731731,
7806,298214577,
7807,2507158644,
7808,5813022794,
7809,1286937453,
7810,1747177137,
7811,450354788,
7812,1780469741,
7813,5812990964,
7814,670547617,
7815,1503961508,
7816,2153842789,
7817,5813041149,
7818,1100261649,
7819,1808949598,LC24
7820,1260237339,
7821,1529698841,
7822,2211375789,
7823,607597135,
7824,5813050004,
7825,1497861652,
7826,919177076,
7827,2346518646,
7828,5813055817,
7829,1563346742,
7830,1659684889,
7831,1777897154,
7832,1193534766,
7833,1839659717,LPC1
7834,1014802430,
7835,1627047521,
7836,5813046375,
7837,1478513141,
7838,1099964441,
7839,1606010743,
7840,1472590575,
7841,1842051749,LC13
7842,2037823853,
7843,1527191407,
7844,1469049500,
7845,2373678239,
7846,1691298247,
7847,1535354632,
7848,2132292753,
7849,1252337098,LC13
7850,2535111256,
7851,1840321022,
7852,1594718110,
7853,1667510705,
7854,2374351122,
7855,1282348408,LT51
7856,1877088183,
7857,1876712576,
7858,1034659846,
7859,1721775553,
7860,1103434394,
7861,544383511,
7862,1598663076,
7863,792718221,
7864,886527723,
7865,2335869009,
7866,917493211,
7867,5812980992,KCg
7868,1374784418,LC13
7869,787563949,
7870,760026626,
7871,1788983330,
7872,1565488046,
7873,1352077058,
7874,1627618361,
7875,1220593224,
7876,2119272595,LC18
7877,1071044860,
7878,642723975,
7879,5813044747,
7880,1262014782,
7881,1044011735,
7882,1405615693,
7883,796098427,
7884,1226711813,
7885,861251942,
7886,1885740332,
7887,1563441250,LC11
7888,1378194285,LC32
7889,1811392809,LLPC3
7890,1661615014,
7891,892376440,
7892,1346391253,
7893,1631930801,
7894,1783051753,LPLC2
7895,2560681378,
7896,1753354584,LC12
7897,1189912812,
7898,1448065029,
7899,1312674812,
7900,5813062759,LC15
7901,2373845661,
7902,1559594700,
7903,673755123,
7904,1158191887,LC14
7905,1729602536,
7906,1748563400,
7907,2377912334,
7908,1380680745,
7909,1965449749,
7910,2094811748,
7911,2407220287,
7912,1875836576,
7913,2117920755,
7914,1509560728,
7915,5901206203,
7916,1750592976,
7917,5812998572,LPC1
7918,1291435551,R1
7919,1907587934,LC4
7920,1566528972,LC11
7921,5813023106,
7922,1594812379,LC11
7923,546771021,
7924,1344090837,
7925,2348573587,
7926,764412104,
7927,947858407,
7928,1745169277,LPC1
7929,1451889472,
7930,516399646,
7931,1806880914,LPC1
7932,1534447833,LC21
7933,1811630361,LPLC2
7934,1753695198,LC12
7935,1722177539,
7936,1251654856,
7937,2536125778,
7938,5813022469,
7939,1503413234,LC21
7940,1873625919,
7941,1822686129,
7942,1621668786,
7943,1807235150,LPC1
7944,1044330963,
7945,976890849,
7946,2099889350,
7947,359892669,
7948,1222104921,
7949,1784735157,LC12
7950,5813069026,
7951,2685571576,
7952,644450565,
7953,5813104190,
7954,2062943486,
7955,1507139129,
7956,2284777374,
7957,1697104095,
7958,2404371760,
7959,1622134524,
7960,1563609967,
7961,2156877769,
7962,479908320,
7963,2121003205,
7964,2503717799,
7965,1499226839,
7966,5813024692,
7967,1467404927,
7968,1752699920,LC18
7969,2026167480,
7970,5813038964,LPC1
7971,5813022976,
7972,1505209641,
7973,1566178615,LC11
7974,5813077870,
7975,1010157364,
7976,885513409,
7977,2414718671,
7978,1443040649,
7979,1442272235,
7980,5813049691,
7981,5901193389,
7982,826740838,
7983,797424771,
7984,5813001138,
7985,637949421,
7986,1193599804,
7987,2532425917,
7988,1596073218,
7989,1933386632,
7990,706183853,
7991,5813054974,
7992,1806665009,
7993,2316555160,
7994,1605138727,
7995,1752089939,
7996,5813020002,
7997,1630177672,
7998,1685776284,LC12
7999,1131310385,
8000,5813007958,
8001,787563782,
8002,1590288799,
8003,1005951899,
8004,1189563765,
8005,2407569624,
8006,916479148,
8007,2437961478,
8008,1847806275,LC17
8009,1069965440,
8010,1167878598,
8011,2503066040,
8012,1504096262,LC21
8013,1719384280,
8014,2436934346,
8015,1722156238,
8016,1342021690,
8017,1541208571,
8018,1878357588,
8019,1816114845,LC12
8020,1434427905,
8021,5812980334,
8022,1542944516,
8023,770585045,
8024,2003287659,
8025,1780362273,LLPC1
8026,2183056253,
8027,1560614231,
8028,1068543885,
8029,482633514,
8030,853963621,
8031,670542802,
8032,1008581147,
8033,1529933124,LC13
8034,1686134611,
8035,1808241116,LC17
8036,1534012356,
8037,982973250,
8038,2598562180,
8039,1019556103,
8040,1106797360,
8041,1316742073,
8042,514842241,
8043,5813007282,
8044,1219229404,
8045,484355328,
8046,2438306631,
8047,1003672766,PB12a
8048,2253384575,
8049,1693803175,
8050,2245773284,
8051,1759649309,
8052,1686479909,
8053,1228489167,
8054,5813025214,
8055,1285046252,
8056,1633075014,
8057,1564482235,
8058,1263668331,LC9
8059,1785680206,
8060,704699697,
8061,1420522486,
8062,2413730361,
8063,5812993994,LC17
8064,2130009131,
8065,1261565726,LC6
8066,1807243321,LPC1
8067,2227430094,
8068,1193547413,
8069,5813007475,
8070,5812988077,LC9
8071,1443471587,
8072,708187441,
8073,2524799154,
8074,1626922712,LPLC4
8075,821340054,
8076,2093801621,
8077,2213107095,
8078,1652747802,
8079,1012298719,
8080,577464071,
8081,1784057323,LC12
8082,2122713426,
