,0,1,2,3
7747851,0.00026568923439056175,0.00019779722321895026,0.00036534538776077395,3158872.0
11844634,0.00025783758112078546,0.0002233598757763648,0.00034066409276018806,1212615.0
26273879,0.00025873587366373327,0.00021572714724378935,0.0003700120191684478,280737.0
14679836,0.00025009100886372033,0.0002091286466647714,0.0003645157643994097,3158872.0
14679743,0.0002500321634966021,0.00020884191214931255,0.0003652416848406034,3158872.0
10513554,0.000250262140798707,0.00020874543229662673,0.00036493057608009185,3158872.0
11592084,0.000252728242051305,0.00022323273877422741,0.0003437751803653039,280737.0
5117051,0.00025347822025059767,0.00022302805721759485,0.00035186400813860515,280737.0
25709809,0.00025864280190961766,0.000216648665089069,0.0003654490906809445,280737.0
15631728,0.0002584992912694007,0.00021620684146461986,0.0003652416848406034,280737.0
14577237,0.00025253489298791653,0.00022260066048700527,0.00034253074532325755,280737.0
15829798,0.00025943541297692455,0.00022130945348657432,0.0003483381088528072,280737.0
5237887,0.0002601223425685905,0.0001953518647097542,0.000363789843958216,3158872.0
19593620,0.00025739443947860936,0.00022442926928370498,0.0003437751803653039,1212615.0
15829836,0.0002573848320717329,0.00022431746085629334,0.0003426344482434281,1212615.0
11844636,0.0002575805829868405,0.0002236880876116699,0.00034056038984001753,1212615.0
14975583,0.00025791383991286725,0.00022312994715547802,0.00033993817231899433,4346826.0
36317651,0.0002515471314684318,0.00025060776987274967,0.00029928662761214694,3671778.0
36052425,0.0002516402032225474,0.00024293897410552527,0.00022555385137090075,3652095.0
35962619,0.0002507641278080014,0.00024796404157298457,0.0001490210962850503,3477376.0
35956123,0.0002459123873353957,0.00025738299990154726,0.00022399830756834283,3477376.0
35056749,0.00024517021515419016,0.00025000905377757775,0.00020553918777798863,1065707.0
35056203,0.0002431712740609594,0.0002527140963762459,0.00022316868420697858,2798887.0
27740100,0.0002519782638520124,0.00026642054722369774,0.0002888126326749235,2799979.0
24959078,0.0002550520335895456,0.0002497313360707811,0.00031328652183516836,3786320.0
27847807,0.00025223526198595736,0.00025606384079426343,0.00023187972950130303,7119607.0
