,0,1,2,3
24514486,412336.0,271085.0,108640.0,5063098
23086091,422836.0,270569.0,99280.0,5642436
23085780,424336.0,268157.0,99360.0,5082051
24512270,421814.0,271170.0,99480.0,7625058
23027161,420049.0,285939.0,118000.0,6412428
23027101,420056.0,286672.0,118160.0,6412428
23026992,419615.0,286260.0,118280.0,6412428
23025783,423041.0,283115.0,120200.0,6412428
24358032,422874.0,291529.0,111720.0,7460369
23019373,425439.0,277882.0,122920.0,3785353
23019186,425305.0,277897.0,123000.0,6982744
23924484,427940.0,276168.0,96000.0,6543641
24357012,423092.0,283213.0,121720.0,7460597
22979813,428527.0,276911.0,96560.0,6935684
22694082,425174.0,280486.0,102080.0,6544974
24356122,421857.0,275845.0,99760.0,2799203
22692747,428590.0,277316.0,101440.0,6544974
24350148,418364.0,268619.0,49960.0,3459185
24334067,420148.0,285057.0,121840.0,7460369
22690201,424242.0,272972.0,109320.0,6544974
22900622,420981.0,283237.0,117560.0,6538032
22671234,413485.0,273081.0,90040.0,2799203
22897793,421501.0,289171.0,113480.0,6935684
22646819,422434.0,272152.0,57160.0,1614934
22646756,421207.0,272051.0,58640.0,3747723
22646447,418125.0,272286.0,59000.0,5063098
22897643,421469.0,289825.0,113120.0,6935684
22897580,421248.0,290725.0,112240.0,6935684
22897323,422084.0,291044.0,111440.0,6538032
22644450,415417.0,266650.0,85000.0,6845855
22644405,417714.0,278764.0,61200.0,1055770
22644277,416421.0,263118.0,99360.0,6845855
22644004,421945.0,275686.0,63920.0,1614934
22643227,415761.0,266170.0,85200.0,1055770
22638976,417057.0,266394.0,86160.0,2799875
22636971,417597.0,265798.0,86760.0,1055770
22636919,418121.0,265514.0,86880.0,5381105
22636885,417737.0,265526.0,87120.0,1065707
19297304,419518.0,273988.0,110480.0,1055770
22636800,418617.0,264194.0,88240.0,6845855
19297171,420192.0,273511.0,112000.0,1055770
22632809,413490.0,280498.0,77600.0,3805242
19297155,419664.0,273223.0,112480.0,1055770
19296780,416219.0,284998.0,91360.0,2799232
22475638,419857.0,274159.0,115080.0,2799875
19268447,420052.0,265851.0,123720.0,5030884
22474912,423849.0,272411.0,107640.0,2799875
22431834,430770.0,279183.0,95440.0,6544018
21753583,430970.0,283783.0,99960.0,5048756
23565434,426331.0,270367.0,109400.0,3786361
18979653,421349.0,266736.0,116280.0,4419718
18979631,421377.0,267096.0,115600.0,4419718
23545537,421696.0,268709.0,110640.0,3748235
23545520,421628.0,269848.0,110280.0,3748235
18979340,426207.0,269468.0,110680.0,4419718
23544973,418333.0,263896.0,96680.0,3748235
23544920,418681.0,263766.0,96960.0,3748235
18977608,429563.0,276164.0,97440.0,4419718
18977366,421801.0,271980.0,100120.0,4419718
18976730,419711.0,263568.0,95080.0,4419718
23538293,418040.0,263468.0,97880.0,3748235
23538204,417734.0,263588.0,98320.0,3748235
18973722,421603.0,290702.0,115440.0,3785373
23526153,419893.0,286720.0,90520.0,5268389
18973643,420235.0,289714.0,116520.0,3785373
23526113,420613.0,288056.0,91360.0,5268389
23525082,427077.0,278931.0,104800.0,7168589
18972737,421539.0,283248.0,118720.0,3785373
23521152,411442.0,293109.0,95640.0,1055770
23395064,416270.0,276496.0,103400.0,1622804
23394562,427566.0,263423.0,108440.0,1055770
24955532,426719.0,268225.0,116120.0,7664963
15402305,408367.0,288402.0,90520.0,3490054
23382059,410322.0,286143.0,86160.0,2798887
23381611,426370.0,278342.0,95160.0,1055770
23377513,421592.0,276324.0,105080.0,6239868
23368066,423412.0,275745.0,105520.0,3787282
23368125,423944.0,275581.0,105520.0,5381105
23342119,430759.0,282352.0,87880.0,7095411
23341024,419411.0,281421.0,114400.0,2799232
20598981,421216.0,275250.0,116240.0,4121368
23340371,424007.0,292179.0,112240.0,5307768
20598949,420584.0,275121.0,116720.0,4121368
23315849,425433.0,283022.0,93760.0,1065707
23315835,425437.0,282026.0,93520.0,1065707
23315532,421533.0,283776.0,92360.0,1065707
23315521,421693.0,284148.0,91680.0,1055770
20595078,420156.0,274268.0,117880.0,2800178
20594950,420596.0,272988.0,117440.0,4120094
23313939,422995.0,279230.0,110000.0,5030884
20594415,417580.0,271543.0,117560.0,2799232
23313901,422383.0,278792.0,111160.0,5030884
23313553,428363.0,278326.0,113400.0,1055770
23290475,430586.0,285058.0,99320.0,7067858
23287235,426894.0,278404.0,104160.0,4140263
20593863,415640.0,293498.0,118360.0,5063098
20731041,409927.0,284335.0,78800.0,4120094
19484489,413010.0,279762.0,79720.0,1614934
19484395,411970.0,276221.0,81800.0,2800077
20571327,418073.0,284841.0,109600.0,4121368
19484179,413173.0,274346.0,82720.0,5063098
19422320,421948.0,277046.0,96840.0,5380368
20559107,406436.0,286411.0,85480.0,2798887
20558985,410386.0,286659.0,85840.0,2798887
20558923,407228.0,286597.0,85240.0,2798887
20547265,417308.0,266925.0,86240.0,2798887
19413370,412073.0,268871.0,109280.0,3483710
19400364,419915.0,268987.0,123160.0,3785330
20456477,426759.0,265758.0,116240.0,280737
19380420,423776.0,272402.0,118080.0,4239840
19380315,423880.0,271554.0,115880.0,4239840
19380175,426456.0,268074.0,110360.0,4239840
19380162,426496.0,267394.0,110560.0,4239840
19380108,426072.0,269298.0,111960.0,2800077
19339140,414161.0,279021.0,83240.0,4706795
19339086,418269.0,274663.0,73640.0,3458430
21085735,422913.0,285795.0,113760.0,3784670
19309570,424396.0,279372.0,119240.0,5714783
19308455,423264.0,278816.0,114920.0,5714783
19308034,424081.0,278324.0,120560.0,3784732
19299447,423703.0,300686.0,132200.0,5370648
21065482,413642.0,279814.0,76920.0,1614934
19298672,426935.0,276690.0,110480.0,5370648
19298666,427687.0,276986.0,110960.0,5370648
19298663,427323.0,276986.0,111160.0,5370648
19297709,412570.0,272546.0,109480.0,2799875
21065257,412277.0,279227.0,80520.0,1614934
21747489,425440.0,285705.0,101520.0,6544885
24182258,425152.0,285899.0,101400.0,6507301
21747346,427457.0,284719.0,102120.0,6544885
21747330,426855.0,285013.0,102320.0,6544885
21746381,424232.0,273479.0,112800.0,6544885
21744797,431016.0,275947.0,98760.0,6544885
21744766,431430.0,275871.0,98600.0,6544885
21024725,408368.0,292362.0,103160.0,2798887
16915560,415969.0,271084.0,88400.0,5118419
21742255,416658.0,272032.0,87800.0,4121368
20981692,417489.0,266684.0,86760.0,6248421
20980457,426423.0,268230.0,115560.0,1055770
20980442,426295.0,267254.0,115520.0,6248421
21704425,431907.0,284668.0,97280.0,6543698
21704388,432208.0,284414.0,97760.0,6543698
20923148,411438.0,272423.0,119240.0,2798935
20977541,417553.0,277068.0,119000.0,1055770
20975797,431453.0,281909.0,97760.0,3785330
23277534,430930.0,282318.0,97720.0,6543641
23114171,431442.0,282346.0,97760.0,5268559
20889900,410088.0,282908.0,80760.0,5370648
20972721,422342.0,283359.0,118640.0,3786292
20888781,418325.0,276917.0,62080.0,4120094
20972555,422866.0,282721.0,120680.0,3785330
20972485,422758.0,282702.0,121880.0,5656209
20887892,420325.0,272725.0,50120.0,4120094
20956100,426405.0,278422.0,96000.0,5424160
20956074,426877.0,277915.0,95880.0,5424160
20956058,427589.0,278027.0,95960.0,5424160
20887316,418551.0,273751.0,50440.0,2798887
20952710,420914.0,270596.0,47360.0,5370648
20887386,418607.0,274047.0,50560.0,4120094
20952543,420494.0,270475.0,48200.0,5370648
20952407,420406.0,271893.0,48640.0,2798887
20952310,420026.0,271093.0,49320.0,2798887
20952294,420706.0,271629.0,49560.0,2798887
20886786,418333.0,274431.0,52200.0,4120094
20951868,414297.0,274320.0,58480.0,2798887
22645465,414853.0,275018.0,57640.0,6239868
20886735,418669.0,275111.0,53160.0,4120094
20951795,415441.0,274049.0,57640.0,2798887
20886333,422221.0,270763.0,57000.0,2798887
20947662,419104.0,274529.0,90320.0,4161162
20947617,419404.0,274301.0,90480.0,4161162
20947359,415536.0,273209.0,94800.0,4161162
20885852,418121.0,272091.0,59120.0,2799875
20946305,423617.0,277864.0,112800.0,1055770
20885462,416524.0,274354.0,55920.0,2798887
20946000,421249.0,280646.0,113320.0,1055770
20944263,418390.0,285983.0,106640.0,5370648
20943956,418654.0,286529.0,107360.0,2799875
20941900,407216.0,294275.0,101040.0,5295249
20234006,419666.0,285658.0,120280.0,3483710
20846026,413482.0,267672.0,117440.0,3483710
20845922,412686.0,267816.0,117080.0,3483710
20819578,421170.0,268636.0,44240.0,2798887
20818008,421948.0,268472.0,49480.0,2798887
20172555,431792.0,284827.0,100160.0,6001179
21702205,430350.0,279883.0,104600.0,6502780
21701741,423990.0,274954.0,112080.0,6502780
21700090,431470.0,282774.0,98440.0,6543601
21699997,432290.0,284470.0,97440.0,6543698
21699868,431562.0,283246.0,98520.0,6543601
21699931,430830.0,283066.0,98520.0,6543641
21699576,430850.0,279346.0,95840.0,6502780
20806973,416106.0,275649.0,56280.0,2798887
21691893,422996.0,289256.0,102280.0,6502780
21686069,423508.0,285348.0,102680.0,5048756
20806892,416426.0,275651.0,55200.0,2798887
21682541,431556.0,275498.0,97720.0,6507329
21681643,427032.0,281242.0,104800.0,6507329
21681336,431038.0,283796.0,97640.0,6507329
20806787,416826.0,275795.0,56080.0,2798887
21681280,433614.0,284811.0,95760.0,6507358
21680192,424338.0,273801.0,112800.0,6507301
21671777,431947.0,281040.0,99440.0,6507301
17570986,428483.0,281090.0,86600.0,1065707
21633756,428261.0,280667.0,86640.0,3671778
24895282,426481.0,269906.0,110280.0,3786361
19940755,431657.0,280805.0,87000.0,5936951
21633590,434286.0,285673.0,91200.0,6507329
21633552,434481.0,286228.0,90920.0,6507329
21633566,434613.0,285952.0,90640.0,6507358
21629350,408496.0,287049.0,92680.0,2800077
20794613,428107.0,277273.0,101160.0,1622804
21628651,421531.0,291038.0,102520.0,1065707
20794415,422967.0,275529.0,99280.0,1622804
21626106,419032.0,276477.0,90920.0,2800178
21626055,418852.0,275544.0,91400.0,2800178
21624099,414046.0,290916.0,104160.0,2800077
21623386,419429.0,287971.0,89120.0,1065707
21623267,416241.0,286511.0,89040.0,4419718
21623081,406158.0,283590.0,92880.0,5296246
19755324,408508.0,280285.0,91840.0,5295236
19755257,408312.0,279947.0,92040.0,5295236
19755136,421261.0,269098.0,57560.0,1055770
21609494,424812.0,279773.0,94760.0,3746370
21601688,422552.0,294564.0,121720.0,2799875
4332029,422885.0,294688.0,123560.0,1055770
22648335,416370.0,271591.0,87640.0,6849824
21312569,426207.0,266646.0,114240.0,280737
21311556,422293.0,264897.0,124440.0,5040378
22870185,432853.0,272355.0,121480.0,6412163
21545852,415881.0,293004.0,119200.0,2800422
21491220,405520.0,283538.0,93720.0,3516673
21491148,405247.0,284389.0,93960.0,6438656
21490942,404080.0,284958.0,94880.0,2798887
21490924,404766.0,284792.0,95040.0,3531049
21308607,419812.0,274484.0,118360.0,2800178
21308487,420388.0,274324.0,117560.0,2800178
21462616,415545.0,280454.0,68480.0,6438656
21457846,413881.0,270481.0,66000.0,4120094
21304677,418583.0,272311.0,60720.0,2799875
21455624,426057.0,264504.0,110600.0,2857083
21303209,420543.0,273363.0,64440.0,4239840
21455051,413174.0,276823.0,70080.0,5295236
21454948,414168.0,277529.0,68240.0,5295236
21440138,418657.0,288863.0,103720.0,3483710
21439875,426699.0,263710.0,109960.0,2857083
21439453,427111.0,263598.0,109400.0,3483710
21439406,426966.0,263828.0,109120.0,6429150
19750376,422172.0,270210.0,55400.0,4121368
21439331,426974.0,263616.0,108600.0,6429150
21437807,420073.0,277524.0,118360.0,6429150
21436772,429261.0,267640.0,110120.0,6429150
19750042,419708.0,270992.0,58040.0,4121368
21395560,426267.0,268648.0,121840.0,5268559
21395517,430777.0,271274.0,121600.0,6412461
21395506,431485.0,271276.0,121480.0,6412461
19749640,417780.0,277222.0,62120.0,4121368
21395496,431987.0,271208.0,121560.0,6438656
19749597,416076.0,277390.0,63000.0,4121368
21394890,433045.0,272485.0,121840.0,2799203
19749549,416500.0,276756.0,64240.0,2798887
19747217,417372.0,275840.0,66160.0,4121368
21394797,419292.0,273365.0,60960.0,2798887
19746248,419104.0,281450.0,112080.0,2798887
21394135,409654.0,276332.0,78360.0,5423504
21393244,417682.0,275034.0,59680.0,5423504
19745332,414635.0,285077.0,86120.0,2798887
19739502,420399.0,271637.0,59880.0,2798887
19739352,419908.0,273280.0,60520.0,2798887
19739213,421916.0,273748.0,61440.0,2798887
19739185,421460.0,273586.0,61480.0,2798887
19737563,416748.0,273282.0,63800.0,2798887
19737554,416308.0,273650.0,63800.0,2798887
19737508,415468.0,274080.0,63920.0,2798887
21218304,419243.0,292307.0,111240.0,1065707
21086491,427257.0,254560.0,127160.0,6294393
21197293,421837.0,288546.0,91360.0,6331356
21197225,422369.0,288422.0,91200.0,6331356
21197043,421369.0,289046.0,90240.0,6331356
21196385,428481.0,281986.0,87640.0,6331356
19615871,433532.0,272628.0,107120.0,5846984
19615712,426033.0,273541.0,106960.0,5846929
19615250,418500.0,276059.0,105760.0,2799203
19615227,421387.0,276184.0,104960.0,1055770
21196368,429053.0,282154.0,87560.0,6331356
21196290,428469.0,282250.0,87240.0,6331356
19614892,418749.0,277056.0,106800.0,4120094
21132820,404887.0,284013.0,94360.0,5295236
21131984,405307.0,283681.0,93600.0,5295236
19614815,418819.0,277188.0,107000.0,4120094
21087692,425433.0,257204.0,127720.0,6294393
21086527,425537.0,257192.0,124600.0,5062738
19612479,418483.0,275355.0,61800.0,4120094
19590897,411141.0,284279.0,93520.0,2798887
19612455,418899.0,275297.0,62440.0,4120094
19612431,418835.0,274735.0,63160.0,4120094
19590774,416209.0,276763.0,77480.0,1055770
19590765,416267.0,276506.0,78040.0,1055770
19737581,415452.0,273748.0,63320.0,2798887
19612422,417691.0,275151.0,63320.0,4120094
19509817,421103.0,273142.0,72840.0,5422434
19612324,415437.0,277763.0,62960.0,5370648
19509796,421088.0,272898.0,72920.0,5381105
19504599,417171.0,275090.0,80360.0,5381105
19504388,417283.0,277518.0,81640.0,5381105
19485724,415334.0,276174.0,79440.0,4120094
19485671,412384.0,275708.0,79840.0,3353939
19485636,411446.0,277551.0,79800.0,2798887
19983431,423339.0,277343.0,102360.0,1065707
19983421,423007.0,277465.0,102600.0,1065707
24257335,424936.0,278417.0,102520.0,7431992
20011654,416339.0,284601.0,91480.0,2798887
19959817,418575.0,276644.0,106360.0,2799203
19956918,422552.0,296330.0,111280.0,5424260
19956729,418685.0,273684.0,104480.0,2799203
20010389,414931.0,281331.0,96080.0,3747723
19956497,416413.0,275552.0,103040.0,2799203
19955699,415573.0,277484.0,100680.0,2799203
19955137,427433.0,283467.0,102960.0,5287713
19997616,411700.0,282814.0,89000.0,5954576
19944589,430332.0,279643.0,105560.0,5936951
19944497,430165.0,279699.0,105400.0,5936951
19939940,431461.0,284879.0,100440.0,5936951
19916684,426293.0,279272.0,108600.0,5424160
19912096,416607.0,263783.0,99840.0,5929301
19912001,416699.0,264043.0,100280.0,5929301
19910102,414083.0,269674.0,87480.0,5929301
19985242,431736.0,266929.0,108840.0,3483710
19909317,416864.0,275630.0,67160.0,2799875
19909210,419448.0,273498.0,61160.0,2799875
19909089,417052.0,273246.0,62240.0,2799875
19909057,419908.0,274634.0,63440.0,2799875
19985174,430340.0,266773.0,109360.0,3483710
19909026,417028.0,273914.0,63760.0,2799875
24894403,430383.0,266411.0,109440.0,7625058
19897075,411491.0,279284.0,110440.0,5087958
19983550,420596.0,276072.0,100680.0,1065707
19737234,420276.0,273662.0,64760.0,2798887
19737170,416066.0,275049.0,66440.0,2798887
19826662,418740.0,277498.0,65920.0,2799875
19826600,416824.0,277112.0,65560.0,2799875
19737141,415818.0,273981.0,66040.0,2798887
19822308,411605.0,281946.0,89720.0,1055770
19821901,417318.0,273560.0,70720.0,4120094
19821012,415455.0,274810.0,67120.0,5422434
19737074,415164.0,273690.0,65680.0,2798887
19736945,414337.0,271008.0,65680.0,2798887
21302858,415425.0,273091.0,62720.0,4239840
19763827,415362.0,277591.0,62720.0,2798887
19736728,416482.0,275051.0,65880.0,2798887
19763650,417362.0,276873.0,63120.0,2798887
19736682,413730.0,277163.0,65880.0,4120094
19762974,407965.0,279738.0,92160.0,5268559
19762661,414098.0,278807.0,108560.0,4120094
19736670,414770.0,277627.0,65920.0,2798887
19762434,420969.0,285798.0,113400.0,4120094
19761783,420924.0,293479.0,120720.0,2800178
19736546,418522.0,277179.0,65760.0,4121368
19761761,421412.0,293733.0,120880.0,2800178
19761746,420235.0,293443.0,120800.0,4120094
19736414,414228.0,270718.0,66160.0,2798887
19761525,423379.0,293715.0,124120.0,1055770
19761119,422739.0,293827.0,124080.0,4120094
19703454,413940.0,269485.0,62440.0,2798887
18970014,433574.0,267464.0,109920.0,3786320
19703251,413684.0,269206.0,62560.0,1055770
18968698,421290.0,278655.0,118640.0,3785353
18968538,423858.0,278577.0,120040.0,3785353
19703547,413484.0,268643.0,62800.0,3504256
19703070,414492.0,268806.0,66040.0,1055770
18950713,420801.0,279135.0,114360.0,3785261
18865366,410135.0,286338.0,79560.0,2798887
20571755,410333.0,286096.0,79320.0,2798887
18865257,410139.0,287110.0,83560.0,2799875
18865208,411080.0,287859.0,82400.0,1055770
18862860,409527.0,284400.0,80120.0,2798887
18862035,410687.0,281152.0,81840.0,4120094
18861992,410367.0,280688.0,83120.0,4261525
18833748,421069.0,272957.0,50760.0,5296246
18833603,419917.0,274253.0,52640.0,5296246
18833527,419405.0,274989.0,53560.0,5296246
18833438,417693.0,276123.0,54560.0,4120094
18833406,417245.0,276011.0,54840.0,2798887
18833282,417397.0,279307.0,60280.0,5296246
17565166,413966.0,269018.0,87360.0,1065707
17562864,408723.0,277105.0,79720.0,1065707
17552357,423347.0,261500.0,127680.0,5198056
17548762,414178.0,287440.0,110640.0,1055770
17548728,414580.0,287233.0,110320.0,1055770
17548422,418576.0,286030.0,108000.0,1055770
17483807,424682.0,300909.0,129040.0,3785330
17483771,425442.0,300704.0,128840.0,5198056
17483564,423967.0,301021.0,127760.0,3483710
17482317,428225.0,281096.0,88520.0,5268403
17482290,426846.0,280970.0,88480.0,5268785
24895875,429003.0,280567.0,88480.0,7625026
18832426,411126.0,286827.0,78480.0,2800077
18832387,411886.0,286499.0,78960.0,5296246
18832371,411414.0,286155.0,79160.0,5296246
18865024,410496.0,289673.0,83720.0,2799875
18831802,407397.0,288597.0,89280.0,5296246
18831537,410038.0,291726.0,96520.0,5296246
18831509,410450.0,291520.0,97080.0,5296246
18828329,420499.0,284984.0,121560.0,5295249
18826927,417165.0,275181.0,61200.0,5295249
20977431,420113.0,277314.0,118800.0,1055770
18782944,407235.0,290053.0,89840.0,5295236
18762073,420766.0,277128.0,118800.0,4121368
18762657,408330.0,286646.0,84440.0,1055770
18762056,420230.0,276848.0,118560.0,4121368
18761999,419402.0,276992.0,117280.0,4121368
18553130,420964.0,285754.0,91120.0,1055770
21749526,420859.0,290268.0,100800.0,6544885
18761237,410592.0,278075.0,75400.0,4121368
18547067,420983.0,289615.0,100800.0,5268559
18546970,424053.0,284759.0,102240.0,5268559
18757555,423104.0,268885.0,54280.0,5243934
18520089,415538.0,287476.0,115080.0,5087958
18757455,422952.0,269539.0,54600.0,2798887
18519483,418253.0,277071.0,117520.0,4121368
18757377,419848.0,268979.0,54360.0,2798887
18519413,417481.0,277031.0,118680.0,5424160
18757297,419925.0,269598.0,57840.0,4120094
17619195,416334.0,274222.0,70200.0,2799203
17619105,417353.0,273483.0,71680.0,2799203
18757106,418640.0,267713.0,55040.0,4121368
18757081,418056.0,267351.0,55120.0,2798887
20775686,417234.0,269076.0,126560.0,3483710
18755740,410530.0,272587.0,66760.0,2798887
20773952,432806.0,271616.0,122120.0,3483710
18754766,411191.0,273363.0,68600.0,4121368
18747434,431164.0,280856.0,93560.0,5287713
18747403,430452.0,281630.0,93520.0,5287713
18744085,425452.0,280338.0,102560.0,5287713
18722623,425199.0,268870.0,119440.0,5287713
20740627,411865.0,276224.0,68000.0,2799232
18721770,419339.0,277364.0,106960.0,3786292
18721420,420300.0,275892.0,102200.0,4706795
20732490,410203.0,286623.0,78920.0,2800077
20732399,413475.0,288177.0,79920.0,1055770
18718168,422620.0,271458.0,101400.0,1065707
20730065,419104.0,269945.0,62000.0,5243934
18710312,411987.0,293794.0,119240.0,5380368
20697209,411575.0,275824.0,77520.0,2800077
20694187,417227.0,297490.0,110480.0,2800077
18707416,423359.0,301385.0,126720.0,2800077
19225380,422834.0,275105.0,106240.0,5317773
18705270,409870.0,284694.0,94240.0,2798887
19614941,422707.0,275154.0,106400.0,1055770
19221948,414107.0,285255.0,98160.0,5317773
19165241,407848.0,277386.0,97920.0,4261525
19164469,414424.0,274138.0,96720.0,4261525
19147865,419184.0,279997.0,72840.0,1614934
23525222,427261.0,278800.0,104600.0,6543601
18555118,424804.0,301160.0,127320.0,3483710
19127492,432397.0,278961.0,98360.0,5656209
19127266,430693.0,279763.0,95200.0,1622804
1671019,426544.0,253632.0,128080.0,280737
19127226,431177.0,279757.0,94720.0,5312252
19127177,431529.0,280537.0,94400.0,5312252
19127097,431565.0,280849.0,93920.0,5312252
19126822,432993.0,284931.0,90280.0,5312252
19126758,432109.0,284407.0,89960.0,5312252
19125850,415945.0,273975.0,57120.0,2799875
19125757,416673.0,274239.0,56640.0,2798887
19125691,417261.0,274281.0,57480.0,5312252
19125527,415313.0,274130.0,57360.0,2798887
19124888,421689.0,272221.0,83640.0,5287713
19124823,421009.0,272237.0,83560.0,5380368
