connectorID,X,Y,Z
12930893,437540.0,240788.0,137160.0
9961670,420646.0,246291.0,149000.0
9966144,422368.0,240280.0,154600.0
10175494,433340.0,241799.0,140160.0
12933615,434596.0,242294.0,139880.0
9961679,420124.0,246708.0,148920.0
12934337,431282.0,243972.0,139120.0
12935545,439334.0,239100.0,139080.0
9974709,434772.0,241531.0,144880.0
9918456,433717.0,241946.0,143120.0
12937467,438091.0,239488.0,140840.0
12937578,439024.0,239075.0,139960.0
3652948,432472.0,233056.0,148080.0
5005465,436071.0,229361.0,140520.0
10017850,436978.0,231644.0,140240.0
12942904,437909.0,229699.0,137880.0
7601522,437238.0,230076.0,145000.0
12942398,437918.0,229707.0,137800.0
9289568,411605.0,234054.0,153520.0
9775505,426409.0,247108.0,137640.0
13904992,438862.0,232508.0,140320.0
12958033,436992.0,238293.0,142280.0
12957985,437795.0,238453.0,142080.0
12958383,434794.0,237193.0,142480.0
12958353,435396.0,237103.0,142360.0
12959214,438594.0,237266.0,143080.0
12959845,438985.0,237568.0,145960.0
12959811,439638.0,236962.0,144440.0
12961502,437499.0,238650.0,142720.0
12961762,438129.0,237378.0,140720.0
12962489,437225.0,240531.0,140320.0
12962479,437219.0,240537.0,140520.0
12938204,434491.0,242194.0,141680.0
12962812,437227.0,240517.0,140880.0
12962465,437225.0,240516.0,141200.0
5117084,434091.0,240221.0,141360.0
12963429,437288.0,240155.0,144480.0
9972483,431591.0,241916.0,141800.0
15241028,429529.0,231718.0,149920.0
9825184,437394.0,236616.0,135480.0
15177451,431796.0,239593.0,135280.0
12963471,434435.0,240076.0,140600.0
13500058,439400.0,237285.0,145400.0
1672260,435286.0,231539.0,139880.0
1672247,434934.0,231086.0,138240.0
9830173,428900.0,243669.0,140360.0
4286563,433788.0,234008.0,139360.0
13254464,430374.0,243188.0,142680.0
13254327,430968.0,242899.0,143360.0
10083212,427647.0,239986.0,143000.0
9291104,428855.0,234820.0,154680.0
9974193,433289.0,239994.0,145760.0
5521481,420447.0,234673.0,159640.0
15383792,413113.0,238029.0,151240.0
17399818,413416.0,239447.0,158880.0
9949706,412890.0,241401.0,151240.0
9968798,429017.0,240590.0,147960.0
9957003,414366.0,241642.0,157480.0
17415399,432359.0,241439.0,138920.0
17415469,432224.0,241389.0,138960.0
17415504,432048.0,241369.0,139200.0
17101829,425235.0,234530.0,149600.0
15830788,428655.0,248403.0,136240.0
5073753,434664.0,236302.0,135360.0
5073649,433880.0,235250.0,134920.0
5073636,433976.0,235126.0,135160.0
5363285,435051.0,235708.0,136280.0
1778011,436087.0,233131.0,138080.0
4286995,421048.0,233894.0,158960.0
1781567,431082.0,231986.0,142360.0
10067741,438560.0,238229.0,139520.0
4286939,424809.0,231467.0,155720.0
9952028,414980.0,239101.0,146960.0
10077838,438955.0,232134.0,144040.0
10077157,436773.0,238836.0,140720.0
9969477,428159.0,239016.0,149240.0
9975082,415987.0,240057.0,156480.0
9974927,436177.0,238841.0,144920.0
9972233,430740.0,239177.0,142680.0
9784081,435545.0,239036.0,134760.0
9971695,429236.0,244012.0,144600.0
9967186,425337.0,239809.0,147880.0
9973187,433070.0,240061.0,142360.0
9973153,433404.0,240633.0,142320.0
9965244,422613.0,241501.0,155240.0
9929609,436488.0,237622.0,141200.0
9919005,430151.0,241266.0,145360.0
10170897,435839.0,233240.0,138640.0
4577154,438493.0,235265.0,136840.0
4474182,438729.0,232419.0,139840.0
9824538,434971.0,238896.0,139640.0
1670901,428816.0,249307.0,134000.0
9827016,435064.0,240152.0,138240.0
9439472,437997.0,235100.0,135400.0
5073661,434425.0,235602.0,137160.0
5073659,434746.0,235888.0,136800.0
9436215,427672.0,229832.0,152120.0
5073658,434780.0,235915.0,136760.0
1672169,435408.0,231465.0,137880.0
9775248,427221.0,245152.0,137400.0
9973410,432925.0,239117.0,141480.0
9917928,428795.0,246051.0,138000.0
3716440,431788.0,236350.0,135240.0
3716427,431655.0,235495.0,135360.0
9834397,428671.0,243901.0,141600.0
9230739,431136.0,237480.0,139920.0
9834508,428047.0,244328.0,142120.0
10206179,438705.0,235709.0,138080.0
10077322,436370.0,237836.0,140840.0
9834451,427828.0,243954.0,142280.0
10067780,438493.0,238067.0,139160.0
9834321,428875.0,243799.0,141320.0
9974865,435717.0,239272.0,144400.0
9919134,430331.0,242157.0,145800.0
9833456,426407.0,242955.0,141400.0
9835155,430244.0,243758.0,140320.0
9827403,429663.0,243516.0,140000.0
7600768,437376.0,229805.0,144200.0
7597926,436617.0,230090.0,142560.0
7590314,436310.0,229378.0,139480.0
5005621,436733.0,230386.0,143080.0
11321100,436987.0,239983.0,142760.0
11303884,425912.0,242741.0,148200.0
10627376,407479.0,238287.0,157440.0
13538777,430999.0,241728.0,146280.0
9974896,436316.0,238802.0,145160.0
10633118,435311.0,239836.0,138760.0
9974882,436143.0,238948.0,144880.0
7646522,436974.0,231070.0,139560.0
7646494,437146.0,230643.0,139120.0
7646434,437199.0,230509.0,138880.0
7645956,437216.0,230483.0,138840.0
7645923,437381.0,230302.0,138560.0
8871716,430762.0,232945.0,138440.0
3715860,432936.0,233438.0,138200.0
5116795,437882.0,232579.0,139160.0
5116740,437772.0,232415.0,138760.0
10630598,428139.0,233428.0,149600.0
3652993,428810.0,231937.0,148280.0
3652885,430817.0,231780.0,146760.0
10195924,436342.0,236937.0,135760.0
10195493,433772.0,234404.0,145160.0
10195483,433731.0,234443.0,145280.0
10097088,438637.0,232343.0,139640.0
10190607,435871.0,236476.0,136200.0
10098222,435639.0,234818.0,137160.0
10097278,436696.0,234433.0,138800.0
10018076,439038.0,232528.0,141360.0
10033415,439141.0,233506.0,136440.0
9613616,438631.0,232304.0,139080.0
9613530,438384.0,232758.0,138320.0
10190707,435878.0,235582.0,136560.0
10190670,435920.0,236255.0,136400.0
9613467,438744.0,232330.0,137720.0
9772903,437671.0,233618.0,137720.0
9609685,431919.0,237668.0,135920.0
9609232,431697.0,236343.0,135800.0
9609181,431623.0,235471.0,135440.0
9608759,432189.0,234506.0,135800.0
9608590,432657.0,234124.0,136240.0
9612942,435088.0,235525.0,135880.0
9612022,434364.0,234588.0,135720.0
5067877,431202.0,237923.0,140040.0
5067510,430603.0,235593.0,138520.0
5067492,430480.0,235071.0,138160.0
5067487,430403.0,234564.0,138000.0
5073543,433846.0,235283.0,134800.0
5073485,435062.0,235608.0,136200.0
4287155,431160.0,236254.0,151320.0
4287153,431278.0,236132.0,151120.0
5523243,424134.0,231440.0,156400.0
5523226,423626.0,231376.0,156120.0
4286845,423464.0,232476.0,150720.0
3714162,428158.0,235782.0,139800.0
1670876,428791.0,248497.0,135480.0
12935580,439328.0,239088.0,139200.0
1683703,435863.0,231502.0,137760.0
12935567,439340.0,239095.0,139120.0
12934751,434590.0,242400.0,137680.0
12934343,434531.0,242105.0,139000.0
12930638,437248.0,240532.0,138320.0
10926665,435347.0,241461.0,142280.0
1672217,435385.0,232005.0,139400.0
11045239,428825.0,246085.0,137920.0
3715633,433295.0,234743.0,138640.0
9918665,431604.0,241056.0,143520.0
9775255,427216.0,245239.0,137200.0
9775205,427716.0,245234.0,137440.0
11293651,435415.0,239675.0,144040.0
11149956,435431.0,239654.0,144120.0
3664942,428427.0,235744.0,138680.0
10031890,433134.0,239994.0,141840.0
3664880,430238.0,234229.0,137520.0
9974639,435540.0,241182.0,146840.0
9973134,433569.0,240653.0,142480.0
9973281,433171.0,240122.0,142000.0
9974598,435262.0,241061.0,146360.0
9973270,433128.0,240120.0,142080.0
9973258,433311.0,240718.0,142200.0
9973225,433295.0,240762.0,142120.0
9973223,433293.0,240766.0,142160.0
11149354,434008.0,242165.0,142480.0
10641462,428825.0,239356.0,148520.0
10925732,429417.0,241996.0,144360.0
10620300,430072.0,243867.0,145000.0
10083425,427079.0,239935.0,143400.0
10083424,427083.0,239944.0,143360.0
10083370,428119.0,240663.0,142600.0
10083208,427633.0,239988.0,143040.0
10082943,427683.0,240678.0,143440.0
10031833,431521.0,241002.0,143440.0
10082750,428600.0,240788.0,143600.0
10082666,428488.0,240730.0,143520.0
10194699,429471.0,240779.0,146600.0
9969484,427663.0,238275.0,149160.0
9969356,429290.0,238808.0,147920.0
9969315,428951.0,239381.0,148320.0
9969095,430715.0,241135.0,149520.0
9969093,430685.0,241149.0,149480.0
9970733,429041.0,242089.0,144320.0
9970703,429429.0,241993.0,144400.0
9970670,429499.0,242018.0,144600.0
9970441,430250.0,239405.0,145120.0
9970380,429704.0,240130.0,145040.0
9969031,429870.0,241026.0,149120.0
9970199,430096.0,241012.0,145240.0
9970183,430122.0,241101.0,145320.0
9969504,428343.0,239012.0,149280.0
9968889,430430.0,240705.0,148160.0
9969490,427472.0,238691.0,149120.0
9969485,427664.0,238276.0,149120.0
9953117,429444.0,240828.0,146520.0
9952598,431992.0,242312.0,142040.0
9952596,432137.0,242372.0,142160.0
9919152,429265.0,240988.0,146200.0
9919129,430486.0,242106.0,145680.0
9918652,433351.0,241862.0,143600.0
9918649,433466.0,241873.0,143480.0
9918644,433716.0,241906.0,143320.0
5005641,437185.0,229816.0,144560.0
9948459,409722.0,245652.0,153280.0
5005625,436555.0,231267.0,142920.0
5005624,436549.0,231156.0,142960.0
10017496,430824.0,233053.0,139960.0
10017400,430816.0,232793.0,140520.0
3714203,428532.0,235739.0,139000.0
5523994,429357.0,232338.0,150640.0
5524690,428812.0,231935.0,148200.0
5524666,428703.0,231752.0,149040.0
5523981,429190.0,232666.0,150480.0
5072956,432458.0,234260.0,140880.0
3664216,431656.0,235370.0,140120.0
4385230,428330.0,234940.0,144760.0
4286825,427869.0,232291.0,150640.0
4286604,434507.0,233911.0,140200.0
4286601,434501.0,233827.0,140320.0
4286598,434504.0,233739.0,140480.0
4287141,431069.0,235843.0,150640.0
4286588,433341.0,233264.0,139360.0
4286585,433313.0,233216.0,139240.0
4287051,424495.0,233527.0,152800.0
3622271,430062.0,233881.0,138720.0
4287040,426504.0,231611.0,155240.0
4287033,425332.0,231709.0,154960.0
4287029,426009.0,229726.0,156520.0
4287004,420435.0,234618.0,159600.0
13166484,435745.0,241068.0,144440.0
10634958,422264.0,247524.0,135840.0
5114336,438996.0,233286.0,136640.0
15177781,435399.0,239890.0,140720.0
4286762,428798.0,231487.0,150320.0
13513624,435305.0,231947.0,139240.0
12958758,435604.0,238082.0,143400.0
12961135,438997.0,236206.0,144280.0
9971693,429417.0,243981.0,144640.0
9971669,429634.0,243962.0,144680.0
13254480,430392.0,243182.0,142720.0
13254411,430727.0,242917.0,143160.0
13254409,430879.0,242918.0,143240.0
13254391,430929.0,242906.0,143320.0
3503273,434999.0,231445.0,139280.0
1672306,435624.0,232301.0,140680.0
13520083,435252.0,230465.0,142400.0
1672298,435378.0,232011.0,140520.0
13254486,430386.0,243184.0,142840.0
1672211,435341.0,232021.0,139120.0
1670877,428793.0,248515.0,135440.0
9824845,438435.0,237201.0,136440.0
24110551,429432.0,241876.0,139760.0
9973876,434577.0,241001.0,145120.0
4286575,434543.0,233714.0,140520.0
4287144,430370.0,236268.0,150800.0
4287164,430827.0,236310.0,151600.0
4287161,430962.0,236743.0,151800.0
24231836,431260.0,233834.0,150760.0
24231683,432644.0,233663.0,151160.0
4287173,431583.0,233532.0,151240.0
13775532,420667.0,242841.0,148640.0
9957889,417832.0,245280.0,150880.0
3652925,431969.0,230622.0,148200.0
3714123,427604.0,235838.0,139200.0
9963505,421947.0,240554.0,151720.0
9963701,424520.0,241003.0,150640.0
9957448,418989.0,240505.0,155120.0
9965569,420668.0,238568.0,157000.0
24806916,411003.0,242307.0,151960.0
27619806,420264.0,236270.0,151800.0
27619722,419828.0,236439.0,151880.0
9963911,425022.0,241496.0,152800.0
27513135,416798.0,238768.0,157840.0
3619067,432011.0,232016.0,142880.0
27131876,431662.0,231839.0,144280.0
9833818,425171.0,242098.0,138280.0
12958269,435230.0,236935.0,142760.0
10194896,430370.0,235619.0,147200.0
10194787,430469.0,235404.0,146480.0
24883467,431300.0,235009.0,150320.0
4287214,434203.0,232940.0,153280.0
4287202,435034.0,233696.0,152360.0
24883933,431029.0,234300.0,149920.0
3652969,431107.0,234304.0,150000.0
5117081,434595.0,240178.0,140880.0
26176787,435905.0,239945.0,138800.0
5073845,435620.0,234292.0,137080.0
27236944,405525.0,243565.0,157320.0
27640920,435348.0,240675.0,140800.0
12930845,437481.0,240710.0,137440.0
27643852,427532.0,231868.0,151360.0
27147583,437309.0,230390.0,138680.0
8379300,414963.0,231904.0,150280.0
27254391,416974.0,241866.0,152120.0
27542837,425287.0,243718.0,145040.0
24961784,435358.0,237541.0,142800.0
12958266,435225.0,236956.0,142680.0
12958701,435414.0,237115.0,142240.0
9972156,430971.0,239870.0,142600.0
12961482,437501.0,238638.0,142840.0
9835229,431057.0,243218.0,137960.0
24976038,408168.0,243585.0,154440.0
9957823,418450.0,244410.0,150840.0
13491287,406519.0,243678.0,157720.0
9966516,425187.0,240487.0,148320.0
27266655,414558.0,231808.0,150960.0
25849006,428026.0,241795.0,147680.0
9929595,436786.0,238798.0,141080.0
9318371,434810.0,231640.0,145480.0
3618903,434469.0,231470.0,145280.0
12839410,427703.0,235408.0,144560.0
10200559,429561.0,233783.0,144160.0
25030572,430963.0,236622.0,148680.0
25030256,430820.0,236522.0,148200.0
25030201,430635.0,235899.0,148240.0
3652864,432210.0,231518.0,146160.0
12839447,427694.0,235486.0,144800.0
25029749,426850.0,236281.0,144720.0
25029583,425400.0,236060.0,144000.0
3665804,427324.0,236031.0,144800.0
4286632,426866.0,236353.0,144800.0
25031509,432786.0,231692.0,146120.0
9834986,428371.0,241471.0,140080.0
25067021,435077.0,239589.0,143600.0
25068357,440467.0,235802.0,136760.0
25068162,440489.0,235104.0,137000.0
9974234,432655.0,240003.0,145960.0
4286994,421032.0,233822.0,158920.0
25099106,419878.0,234999.0,160040.0
5522717,423813.0,232058.0,157760.0
4287005,420389.0,234697.0,159680.0
25105071,429354.0,232535.0,150560.0
25105594,432814.0,231147.0,147320.0
25104692,426016.0,232106.0,151760.0
25105598,432818.0,231181.0,147400.0
25104997,428902.0,232856.0,150280.0
25104989,428900.0,232861.0,150240.0
27844425,442617.0,235928.0,136320.0
27844319,441838.0,236503.0,136400.0
9824117,431310.0,243960.0,139320.0
9290377,412904.0,234042.0,153000.0
9289974,411350.0,234924.0,154000.0
9289920,411562.0,234393.0,153680.0
9289783,412840.0,233947.0,153200.0
4846582,412585.0,231150.0,149520.0
10065888,428677.0,249433.0,133400.0
9973893,433569.0,240048.0,145040.0
9436678,421799.0,232528.0,157920.0
9291102,428867.0,234866.0,154600.0
9290891,428182.0,234837.0,154480.0
9290772,428520.0,234971.0,154240.0
9290739,428013.0,235059.0,153960.0
10197759,422761.0,231179.0,157320.0
10197746,422751.0,231166.0,157280.0
10015992,420660.0,234370.0,159400.0
10617776,423565.0,236018.0,155560.0
4286764,428306.0,232870.0,150160.0
5080106,431795.0,233225.0,139640.0
25138415,431861.0,233616.0,140040.0
25138595,431173.0,234381.0,138640.0
4397881,431250.0,231995.0,145680.0
25156077,432547.0,231124.0,143360.0
25155297,431261.0,231891.0,146160.0
5520656,429999.0,234133.0,140760.0
11715499,431055.0,232419.0,141120.0
25157745,429878.0,234199.0,140520.0
15241038,429799.0,231843.0,150120.0
14956819,427718.0,232162.0,148680.0
13517275,432115.0,232071.0,142800.0
10170653,435538.0,234361.0,137200.0
10068147,434884.0,235226.0,138400.0
9611058,435234.0,232431.0,137000.0
13479402,420999.0,234025.0,159040.0
13479349,421000.0,233722.0,158800.0
13479287,421270.0,232598.0,158720.0
9607662,434893.0,235198.0,138360.0
5073989,435801.0,233983.0,137120.0
12967707,430254.0,234418.0,137840.0
12967577,432099.0,233343.0,137880.0
12967443,432103.0,233364.0,137720.0
5073978,435548.0,234449.0,137280.0
12967345,432103.0,233407.0,137680.0
25157548,429783.0,234670.0,140800.0
5073955,435468.0,234676.0,137880.0
5073880,434912.0,235151.0,138280.0
5073860,435272.0,234800.0,137960.0
12966796,432844.0,233428.0,136720.0
5073851,435557.0,234615.0,137520.0
25173140,433654.0,234296.0,136960.0
5451128,431832.0,237488.0,135800.0
11715931,430452.0,235439.0,146640.0
11715823,429693.0,234142.0,145160.0
11320600,425496.0,232161.0,151800.0
5447261,431727.0,236318.0,135720.0
9609613,431824.0,237455.0,135760.0
25105692,433195.0,231243.0,147280.0
11188220,429913.0,232685.0,142720.0
11149020,430756.0,232845.0,139160.0
9600724,427529.0,236312.0,137280.0
9436387,432726.0,229734.0,148680.0
9317983,428506.0,231757.0,149600.0
9290721,427881.0,235044.0,153760.0
9290687,427648.0,235014.0,153600.0
9290655,427417.0,234961.0,153400.0
14679267,427620.0,233619.0,152120.0
14435995,430776.0,232839.0,139040.0
25105562,432496.0,231175.0,147440.0
25102180,426019.0,232090.0,151720.0
25101375,427407.0,232610.0,151680.0
9605633,432026.0,231039.0,137120.0
8558582,432528.0,233593.0,152000.0
8526030,429582.0,233304.0,143480.0
8512573,425012.0,230950.0,154880.0
8510714,430766.0,232853.0,138920.0
5513076,413823.0,232018.0,149760.0
5506527,415097.0,231787.0,151840.0
5506524,415074.0,231784.0,151760.0
5472841,421379.0,231802.0,156920.0
5451204,430814.0,231953.0,146400.0
5112059,430813.0,231789.0,147200.0
5112032,431401.0,232143.0,145120.0
5523975,427699.0,232225.0,150760.0
5068030,430646.0,237393.0,139640.0
5067887,431199.0,237926.0,140160.0
5067731,430649.0,235595.0,138880.0
5067545,431846.0,236140.0,138440.0
5067516,431193.0,236329.0,138320.0
4396591,419853.0,235069.0,160080.0
4287224,434364.0,234836.0,150520.0
4287213,434204.0,232939.0,153240.0
5523960,427653.0,232223.0,150800.0
5523954,427204.0,232212.0,151240.0
5523830,423595.0,235985.0,155640.0
5523787,423506.0,235995.0,155280.0
5523763,423469.0,235848.0,154840.0
5523751,423483.0,235682.0,154480.0
5523701,423575.0,235520.0,154000.0
5523692,423800.0,235394.0,153760.0
5523621,424313.0,234245.0,153040.0
5523334,425273.0,231979.0,154520.0
3664192,431082.0,234534.0,139280.0
4847062,415212.0,231842.0,152080.0
4847038,415024.0,231682.0,151240.0
4286798,427994.0,234139.0,149000.0
4286789,428188.0,233778.0,149240.0
4286776,428354.0,233375.0,149960.0
4286729,422760.0,234516.0,148400.0
4286707,426107.0,233878.0,147920.0
4286704,426123.0,233871.0,148040.0
3715605,433328.0,234798.0,138080.0
4287182,431821.0,233544.0,151640.0
4287180,432985.0,233887.0,150960.0
4287170,431208.0,233452.0,149320.0
4287160,431020.0,236734.0,151760.0
3664170,431292.0,234764.0,139080.0
3664164,430588.0,235401.0,138720.0
3664143,430989.0,234094.0,138240.0
3653011,428478.0,231928.0,149840.0
3652964,431183.0,233534.0,149520.0
3715598,433315.0,234716.0,138200.0
3715490,433040.0,230136.0,137880.0
3714177,428664.0,235779.0,140320.0
3714165,428220.0,235748.0,139880.0
3665803,427499.0,235810.0,144680.0
4287133,431357.0,233700.0,150960.0
4287125,431245.0,234988.0,150160.0
3652961,431211.0,233421.0,149280.0
3652938,431545.0,232406.0,147920.0
3665791,429555.0,234166.0,144680.0
3665788,429561.0,234156.0,144600.0
3665773,429544.0,233365.0,143600.0
4287119,431236.0,235221.0,150160.0
4287113,425972.0,235498.0,153280.0
4287111,426040.0,235432.0,153240.0
4287101,428143.0,233720.0,152640.0
4287092,427485.0,234065.0,152480.0
4287085,423601.0,235985.0,155680.0
3623551,430008.0,234112.0,140640.0
4286625,429707.0,232944.0,143000.0
4286612,433347.0,233336.0,139040.0
4286609,433671.0,233764.0,139040.0
4286571,434512.0,233944.0,140080.0
4286570,434415.0,233974.0,139960.0
3715871,432958.0,234820.0,138720.0
3715689,433251.0,235114.0,139040.0
3715686,433248.0,235004.0,138960.0
3715636,432867.0,235902.0,138720.0
3618843,431232.0,231508.0,142920.0
1781601,429578.0,233697.0,144040.0
1781587,429550.0,233620.0,143920.0
1781581,429642.0,233244.0,143400.0
1781575,430013.0,232544.0,142600.0
1781555,430961.0,232500.0,140800.0
4287078,423541.0,235816.0,154680.0
4287072,423608.0,235479.0,153880.0
4287070,423835.0,235365.0,153680.0
4287068,424081.0,234950.0,153400.0
25173767,437682.0,233839.0,137200.0
25173143,433654.0,234278.0,137000.0
25173151,433546.0,234188.0,137160.0
10984762,437677.0,233694.0,137440.0
4576386,438133.0,233825.0,136760.0
4286550,432930.0,235984.0,136960.0
4286543,432857.0,235918.0,136760.0
4286539,432784.0,235691.0,136600.0
4286686,433585.0,230712.0,148880.0
4286680,434422.0,230675.0,149280.0
4286660,431423.0,232040.0,144800.0
1663862,430762.0,232953.0,138400.0
25175296,433808.0,233645.0,136560.0
4286657,426803.0,236474.0,144920.0
4286642,425616.0,236124.0,144120.0
4286639,425953.0,236143.0,144320.0
3618922,431262.0,231910.0,146120.0
9961229,419366.0,242666.0,146720.0
9948323,410223.0,244484.0,152520.0
25230457,410908.0,243027.0,153760.0
27355617,427387.0,243221.0,139920.0
25916619,428243.0,235618.0,140120.0
13072316,428423.0,243482.0,139920.0
8871354,431071.0,232378.0,141200.0
25291205,426939.0,242672.0,147480.0
25291176,426939.0,242676.0,147320.0
9918650,433425.0,241867.0,143520.0
9918524,433823.0,241022.0,142640.0
25291106,426995.0,242460.0,147120.0
25298811,435351.0,240680.0,140760.0
25300275,434570.0,242264.0,139720.0
25300921,425228.0,234058.0,149280.0
25311099,434768.0,242674.0,136040.0
25310844,434767.0,242638.0,136640.0
25310791,434665.0,242533.0,137000.0
4846994,414850.0,231645.0,150000.0
9955509,418414.0,240707.0,154800.0
9954054,417522.0,239700.0,154160.0
25340599,417177.0,242834.0,156120.0
25342249,414506.0,231447.0,149520.0
1781533,430788.0,233025.0,140080.0
17400161,412537.0,239951.0,157800.0
25351412,415955.0,240060.0,156560.0
25352040,418432.0,242245.0,151520.0
25352133,418829.0,242603.0,150640.0
13404852,417783.0,240690.0,155080.0
10480397,417791.0,241659.0,153880.0
25356113,422364.0,240332.0,153840.0
25356107,422414.0,240684.0,153720.0
25356098,422518.0,240874.0,153440.0
25356096,422500.0,240886.0,153400.0
25356111,422394.0,240636.0,153800.0
5067818,430452.0,237062.0,139320.0
25356090,422428.0,240922.0,153240.0
25356089,422428.0,240928.0,153200.0
25360524,437550.0,238038.0,142040.0
12957821,438110.0,237954.0,141360.0
12930852,437382.0,240644.0,137640.0
25414108,429681.0,245368.0,139640.0
9835226,431081.0,243256.0,138000.0
25414118,429685.0,245316.0,139520.0
25418730,437554.0,240717.0,137320.0
25418593,440919.0,238394.0,137680.0
25418345,437224.0,240525.0,139920.0
